World Rank,Institution,Location,Year,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
39,Karolinska Institute,Sweden,2020,1,38.0,1001.0,31.0,53.0,85.6
40,University of North Carolina at Chapel Hill,USA,2020,25,83.0,105.0,75.0,33.0,85.5
41,Rockefeller University,USA,2020,26,12.0,1001.0,6.0,398.0,85.4
42,Sorbonne University,France,2020,4,94.0,355.0,89.0,16.0,85.3
43,University of Paris,France,2020,5,259.0,914.0,53.0,19.0,85.2
44,University of Edinburgh,United Kingdom,2020,5,46.0,365.0,58.0,48.0,85.2
45,King's College London,United Kingdom,2020,6,62.0,362.0,28.0,59.0,85.1
46,Washington University in St. Louis,USA,2020,27,115.0,186.0,32.0,44.0,85.0
47,University of Minnesota - Twin Cities,USA,2020,28,74.0,308.0,120.0,28.0,84.9
48,University of British Columbia,Canada,2020,3,99.0,652.0,83.0,30.0,84.8
49,Ludwig Maximilian University of Munich,Germany,2020,1,72.0,266.0,66.0,47.0,84.7
50,Rutgers University–New Brunswick,USA,2020,29,192.0,106.0,24.0,81.0,84.6
51,University of Southern California,USA,2020,30,307.0,124.0,27.0,69.0,84.6
52,Vanderbilt University,USA,2020,31,370.0,88.0,59.0,64.0,84.5
53,University of Texas Southwestern Medical Center,USA,2020,32,28.0,1001.0,25.0,149.0,84.4
54,Pennsylvania State University,USA,2020,33,304.0,163.0,56.0,51.0,84.3
55,Purdue University,USA,2020,34,80.0,81.0,65.0,104.0,84.3
56,"University of California, Davis",USA,2020,35,123.0,577.0,62.0,46.0,84.2
57,University of Manchester,United Kingdom,2020,7,103.0,309.0,77.0,49.0,84.1
58,Ohio State University,USA,2020,36,125.0,247.0,144.0,34.0,84.0
59,Free University of Berlin,Germany,2020,2,93.0,1001.0,37.0,76.0,84.0
60,Brown University,USA,2020,37,70.0,56.0,112.0,131.0,83.9
61,Weizmann Institute of Science,Israel,2020,1,17.0,1001.0,45.0,270.0,83.8
62,Peking University,China,2020,1,350.0,68.0,270.0,37.0,83.8
63,University of Melbourne,Australia,2020,1,137.0,371.0,128.0,36.0,83.7
64,University of Virginia,USA,2020,38,262.0,33.0,184.0,125.0,83.6
65,Hebrew University of Jerusalem,Israel,2020,2,31.0,433.0,35.0,167.0,83.6
66,Humboldt University of Berlin,Germany,2020,3,84.0,1001.0,54.0,70.0,83.5
67,University of Zurich,Switzerland,2020,2,98.0,693.0,52.0,72.0,83.5
68,Utrecht University,Netherlands,2020,1,150.0,375.0,145.0,39.0,83.4
69,University of Colorado Boulder,USA,2020,39,149.0,179.0,47.0,92.0,83.3
70,Heidelberg University,Germany,2020,4,132.0,866.0,80.0,58.0,83.3
71,Tsinghua University,China,2020,2,515.0,98.0,270.0,35.0,83.2
72,University of Pittsburgh,USA,2020,40,250.0,236.0,259.0,32.0,83.2
73,"Texas A&M University, College Station",USA,2020,41,526.0,139.0,69.0,95.0,83.1
74,Georgia Institute of Technology,USA,2020,42,289.0,166.0,42.0,111.0,83.0
75,University of Rochester,USA,2020,43,68.0,74.0,118.0,145.0,83.0
76,"University of Maryland, College Park",USA,2020,44,113.0,453.0,130.0,62.0,82.9
77,University of Oslo,Norway,2020,1,96.0,673.0,76.0,90.0,82.9
78,University of Birmingham,United Kingdom,2020,8,42.0,407.0,163.0,107.0,82.8
79,Leiden University,Netherlands,2020,2,104.0,1001.0,72.0,91.0,82.8
80,"University of California, Irvine",USA,2020,45,526.0,1001.0,33.0,102.0,82.7
81,Technical University of Munich,Germany,2020,5,75.0,358.0,132.0,85.0,82.7
82,Carnegie Mellon University,USA,2020,46,55.0,155.0,38.0,200.0,82.6
83,University of Amsterdam,Netherlands,2020,3,211.0,942.0,189.0,42.0,82.6
84,University of Chinese Academy of Sciences,China,2020,3,526.0,1001.0,270.0,26.0,82.5
85,University of Florida,USA,2020,47,316.0,497.0,140.0,57.0,82.5
86,National Taiwan University,Taiwan,2020,1,305.0,38.0,270.0,114.0,82.4
87,Osaka University,Japan,2020,3,146.0,61.0,179.0,123.0,82.4
88,Uppsala University,Sweden,2020,2,144.0,496.0,67.0,100.0,82.3
89,University of Arizona,USA,2020,48,474.0,208.0,70.0,101.0,82.3
90,University of Bristol,United Kingdom,2020,9,212.0,280.0,74.0,97.0,82.2
91,Boston University,USA,2020,49,500.0,114.0,210.0,66.0,82.2
92,Erasmus University Rotterdam,Netherlands,2020,4,526.0,78.0,262.0,73.0,82.1
93,Keio University,Japan,2020,4,489.0,12.0,270.0,363.0,82.1
94,University of Basel,Switzerland,2020,3,58.0,306.0,68.0,154.0,82.0
95,National University of Singapore,Singapore,2020,1,330.0,165.0,270.0,41.0,82.0
96,University of Geneva,Switzerland,2020,4,64.0,354.0,109.0,122.0,82.0
97,"University of California, Santa Barbara",USA,2020,50,208.0,486.0,26.0,133.0,81.9
98,University of Sydney,Australia,2020,2,176.0,607.0,270.0,38.0,81.9
99,University of Texas MD Anderson Cancer Center,USA,2020,51,526.0,1001.0,84.0,88.0,81.8
100,University of Leeds,United Kingdom,2020,10,124.0,349.0,49.0,134.0,81.8
101,University of Alberta,Canada,2020,4,329.0,441.0,119.0,80.0,81.7
102,École Polytechnique Fédérale de Lausanne,Switzerland,2020,5,526.0,90.0,151.0,117.0,81.7
103,University of São Paulo,Brazil,2020,1,514.0,303.0,117.0,86.0,81.7
104,University of Groningen,Netherlands,2020,5,274.0,568.0,126.0,78.0,81.6
105,Indiana University Bloomington,USA,2020,52,236.0,82.0,175.0,118.0,81.6
106,University of Queensland,Australia,2020,3,405.0,598.0,222.0,54.0,81.5
107,Aarhus University,Denmark,2020,2,264.0,357.0,152.0,83.0,81.5
108,University of Göttingen,Germany,2020,6,51.0,314.0,110.0,161.0,81.4
109,University of Utah,USA,2020,53,252.0,190.0,129.0,106.0,81.4
110,Shanghai Jiao Tong University,China,2020,4,526.0,213.0,270.0,56.0,81.4
111,University of Helsinki,Finland,2020,1,221.0,1001.0,167.0,84.0,81.3
112,University of New South Wales,Australia,2020,4,512.0,111.0,270.0,77.0,81.3
113,University of Montreal,Canada,2020,5,445.0,462.0,136.0,99.0,81.3
114,Sapienza University of Rome,Italy,2020,1,463.0,480.0,115.0,103.0,81.2
115,KU Leuven,Belgium,2020,1,526.0,400.0,270.0,50.0,81.2
116,INSEAD,France,2020,6,526.0,3.0,270.0,1001.0,81.1
117,Zhejiang University,China,2020,5,526.0,436.0,270.0,52.0,81.1
118,Ghent University,Belgium,2020,2,391.0,603.0,191.0,79.0,81.1
119,University of Southampton,United Kingdom,2020,11,452.0,378.0,98.0,113.0,81.0
120,University of Glasgow,United Kingdom,2020,12,138.0,338.0,131.0,120.0,81.0
121,Emory University,USA,2020,54,471.0,223.0,270.0,63.0,81.0
122,Tufts University,USA,2020,55,81.0,62.0,164.0,225.0,80.9
123,Australian National University,Australia,2020,5,162.0,647.0,79.0,138.0,80.9
124,Case Western Reserve University,USA,2020,56,63.0,262.0,181.0,144.0,80.8
125,University of Tübingen,Germany,2020,7,71.0,1001.0,108.0,150.0,80.8
126,Baylor College of Medicine,USA,2020,57,69.0,1001.0,201.0,124.0,80.8
127,University of Freiburg,Germany,2020,8,127.0,215.0,102.0,153.0,80.7
128,Fudan University,China,2020,6,311.0,127.0,270.0,89.0,80.7
129,Goethe University Frankfurt,Germany,2020,9,309.0,763.0,30.0,184.0,80.7
130,Monash University,Australia,2020,6,526.0,425.0,270.0,68.0,80.6
131,University of Nottingham,United Kingdom,2020,13,184.0,450.0,104.0,135.0,80.6
132,Tohoku University,Japan,2020,5,196.0,154.0,137.0,146.0,80.6
133,University of Barcelona,Spain,2020,1,526.0,535.0,270.0,67.0,80.5
134,University of Liverpool,United Kingdom,2020,14,135.0,470.0,92.0,152.0,80.5
135,KTH Royal Institute of Technology,Sweden,2020,3,242.0,53.0,176.0,227.0,80.5
136,Lund University,Sweden,2020,4,204.0,612.0,250.0,87.0,80.4
137,Grenoble Alpes University,France,2020,7,258.0,1001.0,233.0,94.0,80.4
138,Nagoya University,Japan,2020,6,90.0,225.0,106.0,186.0,80.4
139,Rice University,USA,2020,58,117.0,91.0,107.0,235.0,80.3
140,Nanyang Technological University,Singapore,2020,2,526.0,996.0,270.0,75.0,80.3
141,University of Bonn,Germany,2020,10,133.0,527.0,138.0,142.0,80.3
142,Tokyo Institute of Technology,Japan,2020,7,314.0,83.0,73.0,262.0,80.2
143,University of Iowa,USA,2020,59,143.0,337.0,186.0,132.0,80.2
144,University of Bern,Switzerland,2020,6,156.0,1001.0,166.0,130.0,80.2
145,University of Colorado Anschutz Medical Campus,USA,2020,60,526.0,1001.0,91.0,148.0,80.2
146,VU Amsterdam,Netherlands,2020,6,526.0,1001.0,270.0,82.0,80.1
147,University of Strasbourg,France,2020,8,118.0,1001.0,50.0,215.0,80.1
148,University of Sheffield,United Kingdom,2020,15,226.0,559.0,148.0,139.0,80.1
149,University of Science and Technology of China,China,2020,7,526.0,345.0,270.0,93.0,80.0
150,Michigan State University,USA,2020,61,178.0,253.0,270.0,105.0,80.0
151,University of Western Australia,Australia,2020,7,228.0,699.0,195.0,128.0,80.0
152,Tel Aviv University,Israel,2020,3,363.0,151.0,270.0,119.0,79.9
153,Cardiff University,United Kingdom,2020,16,384.0,493.0,85.0,168.0,79.9
154,Radboud University,Netherlands,2020,7,434.0,651.0,270.0,96.0,79.9
155,Queen Mary University of London,United Kingdom,2020,17,112.0,734.0,142.0,164.0,79.9
156,University of Massachusetts Amherst,USA,2020,62,473.0,264.0,63.0,209.0,79.8
157,Aix-Marseille University,France,2020,9,506.0,940.0,270.0,98.0,79.8
158,Technion – Israel Institute of Technology,Israel,2020,4,114.0,332.0,64.0,239.0,79.8
159,Stockholm University,Sweden,2020,5,277.0,366.0,99.0,177.0,79.7
160,McMaster University,Canada,2020,6,418.0,743.0,217.0,127.0,79.7
161,University of Notre Dame,USA,2020,63,301.0,36.0,270.0,284.0,79.7
162,École nationale d'administration,France,2020,10,526.0,2.0,270.0,1001.0,79.7
163,Sun Yat-sen University,China,2020,8,526.0,538.0,270.0,109.0,79.6
164,University of Padova,Italy,2020,2,453.0,1001.0,270.0,108.0,79.6
165,Yonsei University,South Korea,2020,2,526.0,112.0,270.0,147.0,79.6
166,University of Hong Kong,China,2020,9,526.0,176.0,270.0,137.0,79.5
167,University of Hamburg,Germany,2020,11,278.0,465.0,270.0,116.0,79.5
168,University of Montpellier,France,2020,11,450.0,1001.0,270.0,110.0,79.5
169,University of Gothenburg,Sweden,2020,6,402.0,409.0,146.0,174.0,79.5
170,Nanjing University,China,2020,10,493.0,428.0,270.0,115.0,79.4
171,Icahn School of Medicine at Mount Sinai,USA,2020,64,526.0,1001.0,270.0,112.0,79.4
172,Huazhong University of Science and Technology,China,2020,11,526.0,205.0,270.0,136.0,79.4
173,Iowa State University,USA,2020,65,346.0,194.0,156.0,198.0,79.4
174,Korea University,South Korea,2020,3,526.0,89.0,270.0,181.0,79.3
175,University of Warwick,United Kingdom,2020,18,427.0,193.0,220.0,166.0,79.3
176,Waseda University,Japan,2020,8,353.0,23.0,270.0,461.0,79.3
177,Newcastle University,United Kingdom,2020,19,465.0,518.0,160.0,176.0,79.3
178,Norwegian University of Science and Technology,Norway,2020,2,249.0,429.0,57.0,267.0,79.2
179,University of Milan,Italy,2020,3,446.0,569.0,270.0,126.0,79.2
180,University of Kansas,USA,2020,66,261.0,390.0,97.0,224.0,79.2
181,University of Lausanne,Switzerland,2020,7,232.0,761.0,116.0,204.0,79.2
182,University of Bologna,Italy,2020,4,526.0,728.0,270.0,129.0,79.1
183,Arizona State University,USA,2020,67,419.0,650.0,257.0,141.0,79.1
184,University of Alabama at Birmingham,USA,2020,68,526.0,899.0,231.0,151.0,79.1
185,Western University,Canada,2020,7,412.0,87.0,270.0,195.0,79.1
186,Brandeis University,USA,2020,69,29.0,233.0,39.0,588.0,79.0
187,Wageningen University & Research,Netherlands,2020,8,414.0,860.0,206.0,160.0,79.0
188,University of Calgary,Canada,2020,8,526.0,232.0,270.0,143.0,79.0
189,Université catholique de Louvain,Belgium,2020,3,526.0,517.0,127.0,206.0,79.0
190,North Carolina State University,USA,2020,70,382.0,411.0,182.0,187.0,78.9
191,Chinese University of Hong Kong,China,2020,12,406.0,1001.0,242.0,155.0,78.9
192,University of Münster,Germany,2020,12,429.0,768.0,190.0,178.0,78.9
193,Lomonosov Moscow State University,Russia,2020,1,95.0,342.0,192.0,223.0,78.9
194,University of Cologne,Germany,2020,13,510.0,267.0,204.0,191.0,78.8
195,Sungkyunkwan University,South Korea,2020,4,526.0,237.0,270.0,157.0,78.8
196,Autonomous University of Barcelona,Spain,2020,2,526.0,1001.0,270.0,140.0,78.8
197,Yeshiva University,USA,2020,71,86.0,1001.0,178.0,230.0,78.8
198,Stony Brook University,USA,2020,72,386.0,1001.0,169.0,194.0,78.7
199,University of Waterloo,Canada,2020,9,526.0,221.0,200.0,203.0,78.7
200,Technical University of Denmark,Denmark,2020,3,368.0,701.0,187.0,188.0,78.7
201,University of Georgia,USA,2020,73,392.0,325.0,173.0,212.0,78.7
202,University of Würzburg,Germany,2020,14,151.0,985.0,228.0,193.0,78.6
203,University of Ottawa,Canada,2020,10,526.0,461.0,270.0,156.0,78.6
204,Johannes Gutenberg University Mainz,Germany,2020,15,526.0,1001.0,180.0,196.0,78.6
205,HEC Paris,France,2020,12,526.0,5.0,270.0,1001.0,78.6
206,University of Lisbon,Portugal,2020,1,432.0,1001.0,234.0,173.0,78.6
207,University of Missouri–Columbia,USA,2020,74,423.0,259.0,86.0,286.0,78.5
208,Kiel University,Germany,2020,16,343.0,961.0,139.0,228.0,78.5
209,University of Vienna,Austria,2020,1,159.0,479.0,155.0,244.0,78.5
210,University of Illinois at Chicago,USA,2020,75,476.0,809.0,269.0,159.0,78.5
211,Université libre de Bruxelles,Belgium,2020,4,435.0,289.0,168.0,234.0,78.4
212,University of Reading,United Kingdom,2020,20,105.0,102.0,101.0,374.0,78.4
213,Trinity College Dublin,Ireland,2020,1,201.0,85.0,238.0,283.0,78.4
214,Georgetown University,USA,2020,76,334.0,54.0,270.0,313.0,78.4
215,University of Miami,USA,2020,77,526.0,248.0,270.0,172.0,78.4
216,Hokkaido University,Japan,2020,9,347.0,298.0,161.0,245.0,78.3
217,TU Dresden,Germany,2020,17,526.0,1001.0,270.0,158.0,78.3
218,RWTH Aachen University,Germany,2020,18,494.0,235.0,270.0,180.0,78.3
219,Kyushu University,Japan,2020,10,272.0,108.0,270.0,219.0,78.3
220,The Scripps Research Institute,USA,2020,78,526.0,1001.0,71.0,295.0,78.2
221,University of Adelaide,Australia,2020,8,197.0,783.0,270.0,165.0,78.2
222,Wake Forest University,USA,2020,79,526.0,70.0,270.0,278.0,78.2
223,London School of Hygiene & Tropical Medicine,United Kingdom,2020,21,270.0,1001.0,172.0,232.0,78.2
224,University of Erlangen–Nuremberg,Germany,2020,19,417.0,926.0,270.0,163.0,78.2
225,Harbin Institute of Technology,China,2020,13,526.0,444.0,270.0,169.0,78.1
226,Claude Bernard University Lyon 1,France,2020,13,526.0,1001.0,270.0,162.0,78.1
227,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,2020,2,27.0,1001.0,103.0,533.0,78.1
228,University of Leicester,United Kingdom,2020,22,526.0,1001.0,96.0,277.0,78.1
229,Complutense University of Madrid,Spain,2020,3,191.0,137.0,215.0,273.0,78.1
230,University of Cincinnati,USA,2020,80,499.0,239.0,270.0,189.0,78.0
231,University of Texas Health Science Center at Houston,USA,2020,81,526.0,1001.0,149.0,249.0,78.0
232,Xi'an Jiaotong University,China,2020,14,526.0,207.0,270.0,197.0,78.0
233,University of Turin,Italy,2020,5,233.0,1001.0,270.0,170.0,78.0
234,KAIST,South Korea,2020,5,526.0,174.0,270.0,207.0,78.0
235,Hong Kong University of Science and Technology,China,2020,15,526.0,494.0,143.0,269.0,77.9
236,University of Sussex,United Kingdom,2020,23,106.0,438.0,81.0,350.0,77.9
237,Charles University in Prague,Czech Republic,2020,1,326.0,1001.0,270.0,175.0,77.9
238,Paul Sabatier University,France,2020,14,526.0,1001.0,270.0,171.0,77.9
239,Karlsruhe Institute of Technology,Germany,2020,20,460.0,296.0,270.0,192.0,77.9
240,Maastricht University,Netherlands,2020,9,526.0,1001.0,270.0,179.0,77.8
241,Shandong University,China,2020,16,526.0,1001.0,270.0,182.0,77.8
242,"University of California, Riverside",USA,2020,82,365.0,1001.0,219.0,217.0,77.8
243,Wuhan University,China,2020,17,526.0,392.0,270.0,190.0,77.8
244,University of Bordeaux,France,2020,15,526.0,1001.0,270.0,183.0,77.8
245,University of Naples Federico II,Italy,2020,6,526.0,853.0,270.0,185.0,77.7
246,"University of California, Santa Cruz",USA,2020,83,374.0,1001.0,174.0,252.0,77.7
247,Virginia Commonwealth University,USA,2020,84,526.0,1000.0,111.0,291.0,77.7
248,Tianjin University,China,2020,18,526.0,158.0,270.0,243.0,77.7
249,"University of Tennessee, Knoxville",USA,2020,85,421.0,408.0,270.0,205.0,77.7
250,University of Houston,USA,2020,86,526.0,146.0,123.0,340.0,77.6
251,Xiamen University,China,2020,19,526.0,116.0,270.0,266.0,77.6
252,Colorado State University,USA,2020,87,451.0,1001.0,205.0,248.0,77.6
253,University of Florence,Italy,2020,7,526.0,738.0,270.0,199.0,77.6
254,Nankai University,China,2020,20,526.0,126.0,270.0,265.0,77.6
255,Jilin University,China,2020,21,526.0,476.0,270.0,210.0,77.5
256,Sichuan University,China,2020,22,526.0,1001.0,270.0,201.0,77.5
257,Oregon Health & Science University,USA,2020,88,526.0,1001.0,270.0,202.0,77.5
258,University of Tsukuba,Japan,2020,11,526.0,1001.0,141.0,297.0,77.5
259,Delft University of Technology,Netherlands,2020,10,256.0,403.0,270.0,218.0,77.5
260,University of Aberdeen,United Kingdom,2020,24,275.0,654.0,154.0,301.0,77.5
261,University of Manitoba,Canada,2020,11,319.0,251.0,196.0,292.0,77.4
262,University of Bergen,Norway,2020,3,378.0,1001.0,270.0,208.0,77.4
263,University of Auckland,New Zealand,2020,1,504.0,430.0,270.0,216.0,77.4
264,University of Pisa,Italy,2020,8,325.0,1001.0,270.0,211.0,77.4
265,South China University of Technology,China,2020,23,526.0,234.0,270.0,238.0,77.4
266,University of Exeter,United Kingdom,2020,25,361.0,660.0,270.0,214.0,77.3
267,National and Kapodistrian University of Athens,Greece,2020,1,526.0,698.0,270.0,213.0,77.3
268,University of Cape Town,South Africa,2020,1,170.0,278.0,270.0,246.0,77.3
269,University of Genoa,Italy,2020,9,508.0,1001.0,225.0,261.0,77.3
270,Oregon State University,USA,2020,89,227.0,537.0,226.0,274.0,77.3
271,Leipzig University,Germany,2020,21,203.0,1001.0,197.0,282.0,77.3
272,University of Connecticut,USA,2020,90,472.0,387.0,270.0,229.0,77.2
273,Virginia Tech,USA,2020,91,475.0,321.0,270.0,236.0,77.2
274,Florida State University,USA,2020,92,526.0,553.0,270.0,222.0,77.2
275,University of the Witwatersrand,South Africa,2020,2,163.0,86.0,270.0,331.0,77.2
276,University of Massachusetts Medical School,USA,2020,93,526.0,1001.0,87.0,346.0,77.2
277,University of East Anglia,United Kingdom,2020,26,126.0,1001.0,165.0,326.0,77.2
278,City University of Hong Kong,China,2020,24,526.0,1001.0,270.0,221.0,77.1
279,"University of Maryland, Baltimore",USA,2020,94,526.0,1001.0,270.0,220.0,77.1
280,Autonomous University of Madrid,Spain,2020,4,526.0,909.0,270.0,226.0,77.1
281,University of Lorraine,France,2020,16,518.0,421.0,171.0,307.0,77.1
282,University of Liège,Belgium,2020,5,186.0,1001.0,113.0,347.0,77.1
283,University College Dublin,Ireland,2020,2,526.0,272.0,270.0,256.0,77.0
284,National Autonomous University of Mexico,Mexico,2020,1,394.0,1001.0,241.0,268.0,77.0
285,Southeast University,China,2020,25,526.0,1001.0,270.0,231.0,77.0
286,Laval University,Canada,2020,12,511.0,454.0,270.0,242.0,77.0
287,Hong Kong Polytechnic University,China,2020,26,526.0,322.0,270.0,251.0,77.0
288,Medical University of Vienna,Austria,2020,2,526.0,1001.0,270.0,233.0,77.0
289,University of Valencia,Spain,2020,5,526.0,1001.0,270.0,237.0,76.9
290,University at Buffalo,USA,2020,95,526.0,616.0,270.0,241.0,76.9
291,University of South Florida,USA,2020,96,526.0,760.0,270.0,240.0,76.9
292,Wayne State University,USA,2020,97,497.0,317.0,270.0,260.0,76.9
293,Louisiana State University,USA,2020,98,468.0,352.0,270.0,259.0,76.9
294,Tongji University,China,2020,27,526.0,244.0,270.0,271.0,76.9
295,University of Antwerp,Belgium,2020,6,526.0,520.0,270.0,250.0,76.8
296,University of Kentucky,USA,2020,99,293.0,525.0,270.0,257.0,76.8
297,University of Pavia,Italy,2020,10,371.0,750.0,215.0,294.0,76.8
298,Central South University,China,2020,28,526.0,228.0,270.0,276.0,76.8
299,Southern Methodist University,USA,2020,100,193.0,29.0,270.0,651.0,76.8
300,University of New Mexico,USA,2020,101,526.0,1001.0,270.0,247.0,76.8
301,Queen's University,Canada,2020,13,505.0,420.0,203.0,310.0,76.7
302,George Washington University,USA,2020,102,400.0,199.0,270.0,287.0,76.7
303,University of Delaware,USA,2020,103,373.0,668.0,161.0,332.0,76.7
304,University of Lille,France,2020,17,526.0,1001.0,270.0,253.0,76.7
305,King Abdulaziz University,Saudi Arabia,2020,1,526.0,1001.0,270.0,255.0,76.7
306,"Soochow University, China",China,2020,29,526.0,1001.0,270.0,254.0,76.7
307,University of Duisburg-Essen,Germany,2020,22,526.0,993.0,270.0,258.0,76.6
308,Washington State University,USA,2020,104,526.0,874.0,183.0,318.0,76.6
309,University of Nebraska–Lincoln,USA,2020,105,172.0,395.0,270.0,285.0,76.6
310,University of Rome Tor Vergata,Italy,2020,11,526.0,1001.0,270.0,264.0,76.6
311,International Institute for Management Development,Switzerland,2020,8,526.0,8.0,270.0,1001.0,76.6
312,Ruhr University Bochum,Germany,2020,23,526.0,406.0,270.0,275.0,76.6
313,Dalian University of Technology,China,2020,30,526.0,240.0,270.0,293.0,76.6
314,Ulm University,Germany,2020,24,526.0,954.0,270.0,272.0,76.5
315,Durham University,United Kingdom,2020,27,338.0,311.0,270.0,289.0,76.5
316,London School of Economics and Political Science,United Kingdom,2020,28,248.0,79.0,253.0,428.0,76.5
317,China Europe International Business School,China,2020,31,526.0,10.0,270.0,1001.0,76.5
318,University of Porto,Portugal,2020,2,491.0,703.0,270.0,279.0,76.5
319,Northeastern University,USA,2020,106,323.0,171.0,270.0,324.0,76.5
320,University of York,United Kingdom,2020,29,268.0,1001.0,270.0,281.0,76.4
321,Umeå University,Sweden,2020,7,526.0,1001.0,267.0,288.0,76.4
322,Friedrich Schiller University Jena,Germany,2020,25,519.0,1001.0,255.0,303.0,76.4
323,Hanyang University,South Korea,2020,6,526.0,192.0,270.0,316.0,76.4
324,Beihang University,China,2020,32,526.0,928.0,270.0,280.0,76.4
325,National Cheng Kung University,Taiwan,2020,2,526.0,110.0,270.0,354.0,76.4
326,King Abdullah University of Science and Technology,Saudi Arabia,2020,2,526.0,1001.0,158.0,368.0,76.4
327,University of South Carolina - Columbia,USA,2020,107,526.0,531.0,270.0,296.0,76.3
328,Chinese Academy of Medical Sciences & Peking Union Medical College,China,2020,33,526.0,1001.0,270.0,290.0,76.3
329,University of Düsseldorf,Germany,2020,26,213.0,1001.0,270.0,302.0,76.3
330,University of Dundee,United Kingdom,2020,30,492.0,1001.0,147.0,401.0,76.3
331,Dalhousie University,Canada,2020,14,313.0,310.0,270.0,312.0,76.3
332,Hannover Medical School,Germany,2020,27,526.0,1001.0,267.0,305.0,76.3
333,University of Granada,Spain,2020,6,526.0,1001.0,270.0,298.0,76.2
334,Versailles Saint-Quentin-en-Yvelines University,France,2020,18,526.0,1001.0,270.0,299.0,76.2
335,Simon Fraser University,Canada,2020,15,526.0,1001.0,270.0,300.0,76.2
336,Polytechnic University of Milan,Italy,2020,12,356.0,457.0,193.0,373.0,76.2
337,University of St Andrews,United Kingdom,2020,31,296.0,754.0,224.0,352.0,76.2
338,Eindhoven University of Technology,Netherlands,2020,11,526.0,882.0,227.0,344.0,76.2
339,Aalto University,Finland,2020,2,526.0,210.0,270.0,336.0,76.2
340,École des ponts ParisTech,France,2020,19,168.0,25.0,270.0,972.0,76.1
341,University of Otago,New Zealand,2020,2,526.0,779.0,270.0,308.0,76.1
342,Beijing Normal University,China,2020,34,526.0,1001.0,270.0,306.0,76.1
343,City College of New York,USA,2020,108,24.0,427.0,270.0,768.0,76.1
344,University of Milano-Bicocca,Italy,2020,13,526.0,1001.0,270.0,309.0,76.1
345,University of Oregon,USA,2020,109,141.0,1001.0,229.0,386.0,76.1
346,University of Belgrade,Serbia,2020,1,440.0,1001.0,270.0,311.0,76.1
