World Rank,Institution,Location,Year,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
34,"University of California, San Diego",USA,2022,22,118.0,1001.0,13.0,19.0,86.1
35,"University of California, San Francisco",USA,2022,23,533.0,1001.0,14.0,26.0,86.0
36,University of Copenhagen,Denmark,2022,1,93.0,383.0,50.0,27.0,85.9
37,Karolinska Institute,Sweden,2022,1,40.0,1001.0,32.0,60.0,85.8
38,Sorbonne University,France,2022,3,89.0,309.0,92.0,18.0,85.7
39,University of North Carolina at Chapel Hill,USA,2022,24,85.0,96.0,78.0,38.0,85.6
40,King's College London,United Kingdom,2022,5,58.0,463.0,29.0,54.0,85.5
41,Dartmouth College,USA,2022,25,54.0,18.0,102.0,286.0,85.4
42,Paris City University,France,2022,4,240.0,956.0,58.0,21.0,85.3
43,Institut Polytechnique de Paris,France,2022,5,100.0,9.0,226.0,344.0,85.2
44,Ludwig Maximilian University of Munich,Germany,2022,1,59.0,249.0,54.0,52.0,85.1
45,University of Edinburgh,United Kingdom,2022,6,55.0,452.0,61.0,49.0,85.0
46,Washington University in St. Louis,USA,2022,26,133.0,166.0,36.0,47.0,85.0
47,Tsinghua University,China,2022,1,521.0,60.0,275.0,23.0,84.9
48,University of Minnesota - Twin Cities,USA,2022,27,75.0,308.0,120.0,30.0,84.8
49,University of British Columbia,Canada,2022,3,107.0,593.0,85.0,32.0,84.7
50,University of Southern California,USA,2022,28,314.0,130.0,28.0,76.0,84.6
51,Peking University,China,2022,2,366.0,65.0,275.0,28.0,84.5
52,Vanderbilt University,USA,2022,29,384.0,86.0,65.0,70.0,84.5
53,Pennsylvania State University,USA,2022,30,294.0,161.0,57.0,53.0,84.4
54,"University of California, Davis",USA,2022,31,105.0,546.0,62.0,51.0,84.3
55,Rockefeller University,USA,2022,32,15.0,1001.0,8.0,436.0,84.2
56,Free University of Berlin,Germany,2022,2,72.0,1001.0,37.0,78.0,84.2
57,Rutgers University,USA,2022,33,217.0,138.0,27.0,91.0,84.1
58,University of Melbourne,Australia,2022,1,137.0,400.0,124.0,33.0,84.0
59,Ohio State University,USA,2022,34,122.0,269.0,129.0,40.0,84.0
60,University of Manchester,United Kingdom,2022,7,87.0,391.0,80.0,55.0,83.9
61,Humboldt University of Berlin,Germany,2022,3,84.0,1001.0,49.0,71.0,83.8
62,"Texas A&M University, College Station",USA,2022,35,533.0,124.0,70.0,65.0,83.8
63,University of Chinese Academy of Sciences,China,2022,3,533.0,1001.0,275.0,12.0,83.7
64,University of Zurich,Switzerland,2022,2,92.0,588.0,55.0,74.0,83.6
65,Purdue University,USA,2022,36,91.0,91.0,72.0,110.0,83.6
66,Brown University,USA,2022,37,76.0,56.0,116.0,134.0,83.5
67,Hebrew University of Jerusalem,Israel,2022,1,30.0,380.0,35.0,194.0,83.4
68,Georgia Institute of Technology,USA,2022,38,307.0,174.0,26.0,115.0,83.4
69,University of Colorado Boulder,USA,2022,39,154.0,175.0,48.0,93.0,83.3
70,Heidelberg University,Germany,2022,4,131.0,970.0,82.0,59.0,83.3
71,University of Virginia,USA,2022,40,324.0,35.0,176.0,131.0,83.2
72,University of Texas Southwestern Medical Center,USA,2022,41,39.0,1001.0,39.0,165.0,83.1
73,Utrecht University,Netherlands,2022,1,171.0,456.0,159.0,43.0,83.1
74,Weizmann Institute of Science,Israel,2022,2,21.0,1001.0,46.0,278.0,83.0
75,University of Pittsburgh,USA,2022,42,234.0,205.0,262.0,34.0,83.0
76,"University of Maryland, College Park",USA,2022,43,115.0,444.0,143.0,67.0,82.9
77,University of Alberta,Canada,2022,4,323.0,467.0,67.0,87.0,82.9
78,University of Oslo,Norway,2022,1,103.0,751.0,77.0,94.0,82.8
79,Technical University of Munich,Germany,2022,5,79.0,356.0,141.0,84.0,82.8
80,Shanghai Jiao Tong University,China,2022,4,533.0,162.0,275.0,36.0,82.7
81,"University of California, Irvine",USA,2022,44,385.0,1001.0,31.0,108.0,82.6
82,University of Birmingham,United Kingdom,2022,8,49.0,464.0,169.0,106.0,82.6
83,University of Amsterdam,Netherlands,2022,2,241.0,748.0,197.0,44.0,82.5
84,University of Florida,USA,2022,45,322.0,449.0,135.0,61.0,82.5
85,National University of Singapore,Singapore,2022,1,342.0,172.0,275.0,41.0,82.4
86,Carnegie Mellon University,USA,2022,46,57.0,121.0,38.0,220.0,82.4
87,Leiden University,Netherlands,2022,3,112.0,1001.0,74.0,105.0,82.3
88,Uppsala University,Sweden,2022,2,140.0,443.0,69.0,104.0,82.3
89,University of Göttingen,Germany,2022,6,43.0,329.0,105.0,155.0,82.2
90,"University of California, Santa Barbara",USA,2022,47,213.0,489.0,20.0,149.0,82.2
91,University of Rochester,USA,2022,48,64.0,74.0,130.0,172.0,82.2
92,Osaka University,Japan,2022,3,141.0,69.0,121.0,135.0,82.1
93,University of Arizona,USA,2022,49,490.0,227.0,73.0,107.0,82.1
94,University of Bristol,United Kingdom,2022,9,185.0,386.0,76.0,101.0,82.0
95,Erasmus University Rotterdam,Netherlands,2022,4,526.0,72.0,267.0,89.0,82.0
96,National Taiwan University,Taiwan,2022,1,300.0,42.0,275.0,125.0,81.9
97,Zhejiang University,China,2022,5,533.0,370.0,275.0,37.0,81.9
98,University of Sydney,Australia,2022,2,195.0,636.0,275.0,39.0,81.8
99,Boston University,USA,2022,50,420.0,118.0,218.0,77.0,81.8
100,Keio University,Japan,2022,4,505.0,13.0,275.0,392.0,81.8
101,École Polytechnique Fédérale de Lausanne,Switzerland,2022,3,533.0,88.0,137.0,119.0,81.7
102,Fudan University,China,2022,6,334.0,101.0,275.0,63.0,81.7
103,University of São Paulo,Brazil,2022,1,480.0,364.0,138.0,83.0,81.6
104,University of Leeds,United Kingdom,2022,10,126.0,436.0,51.0,137.0,81.6
105,University of Groningen,Netherlands,2022,5,266.0,587.0,136.0,85.0,81.5
106,University of Basel,Switzerland,2022,4,61.0,305.0,83.0,160.0,81.5
107,University of Queensland,Australia,2022,3,415.0,662.0,240.0,48.0,81.5
108,Aarhus University,Denmark,2022,2,249.0,304.0,155.0,88.0,81.4
109,University of New South Wales,Australia,2022,4,519.0,116.0,275.0,62.0,81.4
110,University of Geneva,Switzerland,2022,5,73.0,440.0,118.0,126.0,81.3
111,University of Texas MD Anderson Cancer Center,USA,2022,51,533.0,1001.0,90.0,97.0,81.3
112,Nagoya University,Japan,2022,5,65.0,220.0,56.0,201.0,81.3
113,Sapienza University of Rome,Italy,2022,1,419.0,499.0,99.0,100.0,81.2
114,University of Tübingen,Germany,2022,7,56.0,1001.0,98.0,154.0,81.2
115,Indiana University Bloomington,USA,2022,52,258.0,92.0,177.0,118.0,81.1
116,University of Utah,USA,2022,53,247.0,198.0,132.0,114.0,81.1
117,University of Montreal,Canada,2022,5,457.0,490.0,122.0,99.0,81.1
118,KU Leuven,Belgium,2022,1,533.0,416.0,275.0,50.0,81.0
119,INSEAD,France,2022,6,533.0,2.0,275.0,1001.0,81.0
120,University of Helsinki,Finland,2022,1,199.0,820.0,163.0,92.0,81.0
121,University of Southampton,United Kingdom,2022,11,448.0,300.0,108.0,117.0,80.9
122,Ghent University,Belgium,2022,2,339.0,576.0,192.0,82.0,80.9
123,Monash University,Australia,2022,5,533.0,495.0,275.0,56.0,80.9
124,Australian National University,Australia,2022,6,166.0,566.0,79.0,136.0,80.8
125,University of Bonn,Germany,2022,8,128.0,586.0,87.0,141.0,80.8
126,University of Glasgow,United Kingdom,2022,12,127.0,394.0,139.0,123.0,80.7
127,University of Freiburg,Germany,2022,9,108.0,215.0,100.0,161.0,80.7
128,University of Science and Technology of China,China,2022,7,533.0,292.0,275.0,64.0,80.7
129,Emory University,USA,2022,54,467.0,245.0,275.0,72.0,80.6
130,Sun Yat-sen University,China,2022,8,533.0,372.0,275.0,69.0,80.6
131,Goethe University Frankfurt,Germany,2022,10,183.0,808.0,34.0,198.0,80.6
132,University of Barcelona,Spain,2022,1,533.0,598.0,275.0,68.0,80.5
133,Nanyang Technological University,Singapore,2022,2,533.0,843.0,275.0,66.0,80.5
134,University of Liverpool,United Kingdom,2022,13,144.0,552.0,97.0,150.0,80.5
135,University of Nottingham,United Kingdom,2022,14,181.0,533.0,109.0,140.0,80.4
136,Case Western Reserve University,USA,2022,55,68.0,276.0,184.0,163.0,80.4
137,Huazhong University of Science and Technology,China,2022,9,533.0,182.0,275.0,90.0,80.4
138,Baylor College of Medicine,USA,2022,56,81.0,1001.0,209.0,127.0,80.3
139,University of Bern,Switzerland,2022,6,151.0,1001.0,161.0,121.0,80.3
140,KTH Royal Institute of Technology,Sweden,2022,3,237.0,53.0,182.0,236.0,80.3
141,University of Strasbourg,France,2022,7,125.0,1001.0,52.0,203.0,80.3
142,University of Iowa,USA,2022,57,102.0,278.0,186.0,143.0,80.2
143,Lund University,Sweden,2022,4,192.0,500.0,255.0,95.0,80.2
144,Tohoku University,Japan,2022,6,220.0,148.0,152.0,162.0,80.2
145,Tufts University,USA,2022,58,80.0,67.0,167.0,257.0,80.1
146,Stockholm University,Sweden,2022,5,159.0,228.0,94.0,182.0,80.1
147,Grenoble Alpes University,France,2022,8,281.0,1001.0,237.0,102.0,80.1
148,University of Colorado Anschutz Medical Campus,USA,2022,59,533.0,1001.0,95.0,153.0,80.0
149,VU Amsterdam,Netherlands,2022,6,533.0,1001.0,275.0,81.0,80.0
150,Michigan State University,USA,2022,60,186.0,204.0,275.0,109.0,80.0
151,University of Sheffield,United Kingdom,2022,15,196.0,629.0,151.0,145.0,79.9
152,University of Western Australia,Australia,2022,7,239.0,613.0,198.0,128.0,79.9
153,Queen Mary University of London,United Kingdom,2022,16,109.0,689.0,144.0,166.0,79.9
154,Nanjing University,China,2022,10,482.0,351.0,275.0,96.0,79.9
155,Tel Aviv University,Israel,2022,3,348.0,123.0,275.0,120.0,79.8
156,Cardiff University,United Kingdom,2022,17,398.0,408.0,91.0,184.0,79.8
157,Tokyo Institute of Technology,Japan,2022,7,326.0,98.0,75.0,275.0,79.8
158,Aix-Marseille University,France,2022,9,512.0,935.0,275.0,98.0,79.7
159,Newcastle University,United Kingdom,2022,18,483.0,555.0,89.0,189.0,79.7
160,Rice University,USA,2022,61,121.0,107.0,115.0,256.0,79.7
161,Radboud University,Netherlands,2022,7,456.0,681.0,275.0,103.0,79.7
162,University of Massachusetts Amherst,USA,2022,62,488.0,266.0,71.0,225.0,79.6
163,University of Hong Kong,China,2022,11,533.0,164.0,275.0,129.0,79.6
164,Korea University,South Korea,2022,2,533.0,79.0,275.0,167.0,79.6
165,Technion – Israel Institute of Technology,Israel,2022,4,101.0,419.0,68.0,260.0,79.5
166,Yonsei University,South Korea,2022,3,533.0,112.0,275.0,144.0,79.5
167,University of Gothenburg,Sweden,2022,6,413.0,404.0,147.0,174.0,79.5
168,University of Montpellier,France,2022,10,468.0,1001.0,275.0,111.0,79.5
169,University of Hamburg,Germany,2022,11,245.0,527.0,275.0,116.0,79.4
170,University of Padova,Italy,2022,2,460.0,1001.0,275.0,112.0,79.4
171,Icahn School of Medicine at Mount Sinai,USA,2022,63,533.0,1001.0,275.0,113.0,79.4
172,McMaster University,Canada,2022,6,429.0,764.0,228.0,138.0,79.4
173,University of Warwick,United Kingdom,2022,19,433.0,189.0,224.0,170.0,79.3
174,Iowa State University,USA,2022,64,333.0,149.0,154.0,219.0,79.3
175,University of Notre Dame,USA,2022,65,305.0,38.0,275.0,292.0,79.3
176,Norwegian University of Science and Technology,Norway,2022,2,254.0,508.0,60.0,258.0,79.2
177,Chinese University of Hong Kong,China,2022,12,391.0,1001.0,246.0,133.0,79.2
178,Wageningen University & Research,Netherlands,2022,8,414.0,827.0,206.0,159.0,79.2
179,University of Milan,Italy,2022,3,459.0,573.0,275.0,124.0,79.2
180,Xi'an Jiaotong University,China,2022,13,533.0,173.0,275.0,147.0,79.1
181,University of Bologna,Italy,2022,4,533.0,790.0,275.0,122.0,79.1
182,Arizona State University,USA,2022,66,435.0,635.0,261.0,142.0,79.1
183,Wuhan University,China,2022,14,533.0,373.0,275.0,132.0,79.1
184,Autonomous University of Barcelona,Spain,2022,2,533.0,1001.0,275.0,130.0,79.0
185,University of Alabama at Birmingham,USA,2022,67,533.0,1001.0,204.0,164.0,79.0
186,University of Cologne,Germany,2022,12,340.0,236.0,181.0,200.0,79.0
187,University of Lausanne,Switzerland,2022,7,255.0,711.0,131.0,214.0,79.0
188,North Carolina State University,USA,2022,68,367.0,401.0,179.0,191.0,78.9
189,Western University,Canada,2022,7,416.0,80.0,275.0,213.0,78.9
190,Sungkyunkwan University,South Korea,2022,4,533.0,225.0,275.0,151.0,78.9
191,Institut national du service public,France,2022,11,533.0,3.0,275.0,1001.0,78.9
192,University of Calgary,Canada,2022,8,533.0,232.0,275.0,152.0,78.8
193,Technical University of Denmark,Denmark,2022,3,369.0,794.0,187.0,185.0,78.8
194,Tianjin University,China,2022,15,533.0,156.0,275.0,169.0,78.8
195,Harbin Institute of Technology,China,2022,16,533.0,524.0,275.0,139.0,78.8
196,University of Kansas,USA,2022,69,251.0,477.0,111.0,242.0,78.8
197,Xiamen University,China,2022,17,533.0,83.0,275.0,216.0,78.7
198,University of Connecticut,USA,2022,70,487.0,398.0,114.0,239.0,78.7
199,University of Münster,Germany,2022,13,443.0,803.0,191.0,188.0,78.7
200,University of Lisbon,Portugal,2022,1,438.0,1001.0,234.0,168.0,78.7
201,Waseda University,Japan,2022,8,346.0,26.0,275.0,496.0,78.6
202,Lomonosov Moscow State University,Russia,2022,1,120.0,413.0,199.0,223.0,78.6
203,Stony Brook University,USA,2022,71,368.0,1001.0,162.0,210.0,78.6
204,University of Waterloo,Canada,2022,9,533.0,214.0,210.0,212.0,78.6
205,Brandeis University,USA,2022,72,28.0,243.0,40.0,641.0,78.5
206,Shandong University,China,2022,18,533.0,1001.0,275.0,146.0,78.5
207,Université catholique de Louvain,Belgium,2022,3,533.0,514.0,128.0,235.0,78.5
208,Sichuan University,China,2022,19,533.0,1001.0,275.0,148.0,78.5
209,University of Adelaide,Australia,2022,8,175.0,891.0,275.0,156.0,78.5
210,University of Georgia,USA,2022,73,405.0,296.0,170.0,228.0,78.4
211,Johannes Gutenberg University Mainz,Germany,2022,14,533.0,1001.0,180.0,207.0,78.4
212,University of Vienna,Austria,2022,1,147.0,491.0,157.0,241.0,78.4
213,University of Ottawa,Canada,2022,10,533.0,470.0,275.0,157.0,78.4
214,RWTH Aachen University,Germany,2022,15,503.0,216.0,275.0,176.0,78.3
215,The Scripps Research Institute,USA,2022,74,533.0,1001.0,42.0,334.0,78.3
216,Hong Kong University of Science and Technology,China,2022,20,533.0,521.0,140.0,244.0,78.3
217,Technical University of Dresden,Germany,2022,16,533.0,1001.0,275.0,158.0,78.3
218,University of Würzburg,Germany,2022,17,143.0,1001.0,232.0,211.0,78.3
219,Tongji University,China,2022,21,533.0,200.0,275.0,187.0,78.2
220,South China University of Technology,China,2022,22,533.0,301.0,275.0,178.0,78.2
221,Hokkaido University,Japan,2022,9,350.0,242.0,164.0,262.0,78.2
222,Université libre de Bruxelles,Belgium,2022,4,445.0,339.0,173.0,246.0,78.2
223,Jilin University,China,2022,23,533.0,369.0,275.0,180.0,78.2
224,University of Missouri–Columbia,USA,2022,75,431.0,246.0,88.0,313.0,78.1
225,Georgetown University,USA,2022,76,352.0,47.0,275.0,345.0,78.1
226,Central South University,China,2022,24,533.0,250.0,275.0,186.0,78.1
227,Kiel University,Germany,2022,18,353.0,1001.0,142.0,254.0,78.1
228,Nankai University,China,2022,25,533.0,131.0,275.0,217.0,78.0
229,University of Erlangen–Nuremberg,Germany,2022,19,424.0,872.0,275.0,171.0,78.0
230,University of Turin,Italy,2022,5,242.0,1001.0,275.0,177.0,78.0
231,KAIST,South Korea,2022,5,533.0,129.0,275.0,222.0,78.0
232,Claude Bernard University Lyon 1,France,2022,12,533.0,918.0,275.0,173.0,78.0
233,University of Illinois at Chicago,USA,2022,77,491.0,763.0,274.0,181.0,77.9
234,Charles University in Prague,Czech Republic,2022,1,328.0,1001.0,275.0,175.0,77.9
235,Trinity College Dublin,Ireland,2022,1,205.0,85.0,245.0,293.0,77.9
236,London School of Hygiene & Tropical Medicine,United Kingdom,2022,20,276.0,1001.0,175.0,240.0,77.9
237,University of Miami,USA,2022,78,533.0,233.0,275.0,195.0,77.9
238,University of Naples Federico II,Italy,2022,6,533.0,757.0,275.0,179.0,77.8
239,Yeshiva University,USA,2022,79,99.0,1001.0,193.0,270.0,77.8
240,Kyushu University,Japan,2022,10,270.0,119.0,275.0,232.0,77.8
241,Karlsruhe Institute of Technology,Germany,2022,20,470.0,279.0,275.0,192.0,77.8
242,University of Cincinnati,USA,2022,80,478.0,244.0,275.0,199.0,77.8
243,University of Sussex,United Kingdom,2022,21,117.0,534.0,81.0,360.0,77.7
244,Southeast University,China,2022,26,533.0,795.0,275.0,183.0,77.7
245,University of Reading,United Kingdom,2022,22,116.0,122.0,110.0,398.0,77.7
246,University of Leicester,United Kingdom,2022,23,533.0,1001.0,96.0,294.0,77.7
247,Complutense University of Madrid,Spain,2022,3,203.0,183.0,220.0,272.0,77.7
248,Hong Kong Polytechnic University,China,2022,27,533.0,298.0,275.0,206.0,77.6
249,"University of California, Riverside",USA,2022,81,386.0,1001.0,212.0,234.0,77.6
250,"Soochow University, China",China,2022,28,533.0,1001.0,275.0,190.0,77.6
251,University of Texas Health Science Center at Houston,USA,2022,82,533.0,1001.0,148.0,274.0,77.6
252,University of Bordeaux,France,2022,13,533.0,1001.0,275.0,193.0,77.6
253,Maastricht University,Netherlands,2022,9,533.0,1001.0,275.0,196.0,77.6
254,"University of Tennessee, Knoxville",USA,2022,83,423.0,511.0,275.0,204.0,77.5
255,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,2022,2,32.0,1001.0,113.0,527.0,77.5
256,Paul Sabatier University,France,2022,14,533.0,1001.0,275.0,197.0,77.5
257,Wake Forest University,USA,2022,84,533.0,66.0,275.0,318.0,77.5
258,Colorado State University,USA,2022,85,454.0,1001.0,195.0,253.0,77.5
259,City University of Hong Kong,China,2022,29,533.0,989.0,275.0,202.0,77.4
260,Virginia Commonwealth University,USA,2022,86,533.0,984.0,117.0,306.0,77.4
261,King Abdulaziz University,Saudi Arabia,2022,1,533.0,1001.0,275.0,205.0,77.4
262,University of Houston,USA,2022,87,533.0,179.0,125.0,346.0,77.4
263,University of Exeter,United Kingdom,2022,24,375.0,717.0,275.0,209.0,77.4
264,University of Florence,Italy,2022,7,533.0,772.0,275.0,208.0,77.3
265,Delft University of Technology,Netherlands,2022,10,260.0,422.0,275.0,221.0,77.3
266,HEC Paris,France,2022,15,533.0,7.0,275.0,1001.0,77.3
267,University of Tsukuba,Japan,2022,11,533.0,1001.0,145.0,296.0,77.3
268,University of Pisa,Italy,2022,8,316.0,1001.0,275.0,215.0,77.3
269,Beihang University,China,2022,30,533.0,865.0,275.0,218.0,77.3
270,University of Cape Town,South Africa,2022,1,178.0,237.0,275.0,250.0,77.2
271,University of Genoa,Italy,2022,9,529.0,1001.0,243.0,249.0,77.2
272,University of Auckland,New Zealand,2022,1,511.0,459.0,275.0,227.0,77.2
273,Oregon State University,USA,2022,88,226.0,516.0,217.0,280.0,77.2
274,Virginia Tech,USA,2022,89,493.0,332.0,275.0,233.0,77.2
275,National and Kapodistrian University of Athens,Greece,2022,1,533.0,607.0,275.0,226.0,77.2
276,Oregon Health & Science University,USA,2022,90,533.0,1001.0,275.0,224.0,77.1
277,National Autonomous University of Mexico,Mexico,2022,1,394.0,1001.0,239.0,261.0,77.1
278,University of East Anglia,United Kingdom,2022,25,88.0,1001.0,171.0,358.0,77.1
279,China Europe International Business School,China,2022,31,533.0,5.0,275.0,1001.0,77.1
280,University of Lorraine,France,2022,16,525.0,492.0,174.0,298.0,77.1
281,Leipzig University,Germany,2022,21,208.0,1001.0,203.0,287.0,77.0
282,Dalian University of Technology,China,2022,32,533.0,280.0,275.0,243.0,77.0
283,University of Manitoba,Canada,2022,11,329.0,297.0,190.0,303.0,77.0
284,University of Valencia,Spain,2022,4,533.0,1001.0,275.0,229.0,77.0
285,Autonomous University of Madrid,Spain,2022,5,533.0,1001.0,275.0,230.0,77.0
286,University of Bergen,Norway,2022,3,376.0,1001.0,275.0,231.0,77.0
287,King Abdullah University of Science and Technology,Saudi Arabia,2022,2,533.0,1001.0,166.0,311.0,76.9
288,University College Dublin,Ireland,2022,2,533.0,264.0,275.0,252.0,76.9
289,Florida State University,USA,2022,91,533.0,543.0,275.0,238.0,76.9
290,University of Liège,Belgium,2022,5,180.0,1001.0,106.0,375.0,76.9
291,University of Massachusetts Medical School,USA,2022,92,533.0,1001.0,84.0,386.0,76.9
292,University of the Witwatersrand,South Africa,2022,2,193.0,99.0,275.0,327.0,76.9
293,University of Antwerp,Belgium,2022,6,533.0,442.0,275.0,245.0,76.8
294,George Washington University,USA,2022,93,401.0,160.0,275.0,281.0,76.8
295,Medical University of Vienna,Austria,2022,2,533.0,1001.0,275.0,237.0,76.8
296,University of Aberdeen,United Kingdom,2022,26,288.0,753.0,156.0,340.0,76.8
297,Laval University,Canada,2022,12,516.0,367.0,275.0,255.0,76.8
298,Washington State University,USA,2022,94,533.0,988.0,185.0,315.0,76.8
299,"University of California, Santa Cruz",USA,2022,95,373.0,1001.0,265.0,263.0,76.7
300,University at Buffalo,USA,2022,96,533.0,608.0,275.0,251.0,76.7
301,"University of Maryland, Baltimore",USA,2022,97,533.0,1001.0,275.0,247.0,76.7
302,University of Southern Denmark,Denmark,2022,4,533.0,1001.0,275.0,248.0,76.7
303,University of Pavia,Italy,2022,10,472.0,787.0,220.0,295.0,76.7
304,University of Delaware,USA,2022,98,380.0,487.0,164.0,348.0,76.7
305,University of South Florida,USA,2022,99,533.0,836.0,275.0,259.0,76.6
306,University of Kentucky,USA,2022,100,296.0,538.0,275.0,267.0,76.6
307,Hanyang University,South Korea,2022,6,533.0,190.0,275.0,290.0,76.6
308,University of Porto,Portugal,2022,2,508.0,756.0,275.0,264.0,76.6
309,University of Nebraska–Lincoln,USA,2022,101,169.0,406.0,275.0,282.0,76.6
310,National Yang Ming Chiao Tung University,Taiwan,2022,2,533.0,251.0,275.0,284.0,76.6
311,Beijing Normal University,China,2022,33,533.0,1001.0,275.0,266.0,76.5
312,University of Lille,France,2022,17,533.0,1001.0,275.0,265.0,76.5
313,Beijing Institute of Technology,China,2022,34,533.0,881.0,275.0,269.0,76.5
314,University of Duisburg-Essen,Germany,2022,22,533.0,996.0,275.0,268.0,76.5
315,Wayne State University,USA,2022,102,486.0,395.0,275.0,277.0,76.5
316,Ruhr University Bochum,Germany,2022,23,533.0,424.0,275.0,276.0,76.5
317,Hunan University,China,2022,35,533.0,570.0,275.0,273.0,76.5
318,University of New Mexico,USA,2022,103,533.0,1001.0,275.0,271.0,76.4
319,University of Electronic Science and Technology of China,China,2022,36,533.0,637.0,275.0,279.0,76.4
320,Queen's University,Canada,2022,13,462.0,388.0,211.0,359.0,76.4
321,Northeastern University,USA,2022,104,315.0,188.0,275.0,321.0,76.4
322,Friedrich Schiller University Jena,Germany,2022,24,524.0,1001.0,260.0,300.0,76.4
323,University of York,United Kingdom,2022,27,214.0,1001.0,275.0,288.0,76.4
324,London School of Economics and Political Science,United Kingdom,2022,28,259.0,82.0,256.0,440.0,76.3
325,Ulm University,Germany,2022,25,533.0,1001.0,275.0,283.0,76.3
326,Southern Methodist University,USA,2022,105,190.0,31.0,275.0,673.0,76.3
327,University of Granada,Spain,2022,6,533.0,1001.0,275.0,285.0,76.3
328,Polytechnic University of Milan,Italy,2022,11,371.0,468.0,200.0,371.0,76.3
329,Durham University,United Kingdom,2022,29,341.0,353.0,275.0,305.0,76.3
330,Zhengzhou University,China,2022,37,533.0,1001.0,275.0,289.0,76.3
331,University of Rome Tor Vergata,Italy,2022,12,533.0,1001.0,275.0,291.0,76.2
332,Chongqing University,China,2022,38,533.0,485.0,275.0,302.0,76.2
333,Umeå University,Sweden,2022,7,533.0,1001.0,268.0,317.0,76.2
334,École des ponts ParisTech,France,2022,18,174.0,23.0,275.0,952.0,76.2
335,China Agricultural University,China,2022,39,533.0,1001.0,275.0,297.0,76.2
336,University of Milano-Bicocca,Italy,2022,13,533.0,1001.0,275.0,299.0,76.2
337,University of South Carolina - Columbia,USA,2022,106,533.0,632.0,275.0,307.0,76.2
338,University of Düsseldorf,Germany,2022,26,221.0,1001.0,275.0,314.0,76.1
339,Lancaster University,United Kingdom,2022,30,533.0,631.0,275.0,310.0,76.1
340,Curtin University,Australia,2022,9,533.0,1001.0,275.0,301.0,76.1
341,Dalhousie University,Canada,2022,14,313.0,344.0,275.0,326.0,76.1
342,Lanzhou University,China,2022,40,533.0,1001.0,275.0,304.0,76.1
343,Eindhoven University of Technology,Netherlands,2022,11,533.0,993.0,230.0,365.0,76.1
344,Versailles Saint-Quentin-en-Yvelines University,France,2022,19,533.0,1001.0,275.0,308.0,76.0
345,Aalto University,Finland,2022,2,533.0,213.0,275.0,351.0,76.0
346,University of Campinas,Brazil,2022,2,533.0,1001.0,275.0,309.0,76.0
