World Rank,Institution,Location,Year,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
50,Osaka University,Japan,2017,5.0,51,35,78,104,53.22
51,"University of California, Davis",USA,2017,33.0,41,280,66,36,52.73
52,National Taiwan University,Taiwan,2017,1.0,74,22,240,141,52.64
53,Washington University in St. Louis,USA,2017,34.0,118,96,81,30,52.6
54,Peking University,China,2017,1.0,174,34,240,96,52.34
55,University of British Columbia,Canada,2017,3.0,75,329,97,30,52.24
56,Pierre-and-Marie-Curie University,France,2017,3.0,25,464,98,42,52.08
57,Boston University,USA,2017,35.0,328,56,92,46,52.07
58,Pennsylvania State University,USA,2017,36.0,172,61,72,41,52.07
59,University of Florida,USA,2017,37.0,234,219,99,62,52.05
60,University of Copenhagen,Denmark,2017,1.0,146,166,73,30,51.58
61,National University of Singapore,Singapore,2017,1.0,383,79,240,74,51.56
62,University of Manchester,United Kingdom,2017,6.0,111,92,80,45,51.55
63,Vanderbilt University,USA,2017,38.0,94,76,116,50,51.23
64,Purdue University,USA,2017,39.0,78,44,52,104,51.06
65,Tsinghua University,China,2017,2.0,334,53,240,90,51.04
66,"University of California, Santa Barbara",USA,2017,40.0,112,335,38,88,50.89
67,Carnegie Mellon University,USA,2017,41.0,29,106,25,199,50.89
68,University of Utah,USA,2017,42.0,95,100,74,85,50.87
69,University of Colorado Boulder,USA,2017,43.0,65,86,42,66,50.71
70,University of Paris-Sud,France,2017,4.0,30,402,33,96,50.67
71,Ludwig Maximilian University of Munich,Germany,2017,1.0,45,123,77,52,50.48
72,Karolinska Institute,Sweden,2017,1.0,116,616,41,52,50.42
73,University of Rochester,USA,2017,44.0,70,49,117,110,50.41
74,University of Sydney,Australia,2017,1.0,123,274,167,51,50.3
75,University of Arizona,USA,2017,45.0,102,63,68,61,50.3
76,University of Texas Southwestern Medical Center,USA,2017,46.0,73,616,34,94,50.23
77,Katholieke Universiteit Leuven,Belgium,2017,1.0,383,194,240,55,50.18
78,King's College London,United Kingdom,2017,7.0,28,167,109,71,50.17
79,Emory University,USA,2017,47.0,383,127,131,62,50.17
80,"University of Maryland, College Park",USA,2017,48.0,59,203,54,53,50.13
81,Brown University,USA,2017,49.0,80,39,46,101,50.12
82,University of Melbourne,Australia,2017,2.0,88,133,141,49,50.11
83,Utrecht University,Netherlands,2017,1.0,91,185,118,45,49.97
84,Sapienza University of Rome,Italy,2017,1.0,52,200,30,129,49.78
85,Erasmus University Rotterdam,Netherlands,2017,2.0,383,42,207,99,49.68
86,Ruprecht Karl University of Heidelberg,Germany,2017,2.0,48,370,64,66,49.66
87,Tel Aviv University,Israel,2017,3.0,72,82,53,138,49.61
88,Tohoku University,Japan,2017,6.0,49,131,195,143,49.57
89,Swiss Federal Institute of Technology in Lausanne,Switzerland,2017,2.0,383,72,119,100,49.49
90,University of Texas MD Anderson Cancer Center,USA,2017,50.0,383,616,87,74,49.46
91,University of Zurich,Switzerland,2017,3.0,135,388,93,51,49.46
92,University of Geneva,Switzerland,2017,4.0,39,220,40,104,49.42
93,University of Notre Dame,USA,2017,51.0,246,25,157,262,49.3
94,University of Queensland,Australia,2017,3.0,295,269,146,64,49.3
95,Georgia Institute of Technology,USA,2017,52.0,130,75,128,130,49.29
96,"University of California, Irvine",USA,2017,53.0,252,616,48,74,49.19
97,Lomonosov Moscow State University,Russia,2017,1.0,15,206,59,290,49.19
98,Tufts University,USA,2017,54.0,76,43,185,146,48.94
99,University of Oslo,Norway,2017,1.0,61,322,47,100,48.64
100,Ghent University,Belgium,2017,2.0,149,325,152,75,48.6
101,Texas A&M University,USA,2017,55.0,359,89,51,102,48.58
102,University of Groningen,Netherlands,2017,3.0,190,237,111,69,48.56
103,University of Barcelona,Spain,2017,1.0,383,236,240,77,48.56
104,Yonsei University,South Korea,2017,2.0,383,50,240,294,48.53
105,University of New South Wales,Australia,2017,4.0,200,60,215,105,48.45
106,University of Alberta,Canada,2017,4.0,187,163,156,86,48.44
107,Nanyang Technological University,Singapore,2017,2.0,383,591,240,169,48.41
108,Radboud University Nijmegen,Netherlands,2017,4.0,132,291,240,77,48.4
109,University of Amsterdam,Netherlands,2017,5.0,126,409,234,72,48.36
110,Arizona State University,USA,2017,56.0,383,266,95,118,48.34
111,Technical University of Munich,Germany,2017,3.0,47,146,181,106,48.3
112,Free University of Berlin,Germany,2017,4.0,84,551,107,74,48.27
113,VU University Amsterdam,Netherlands,2017,6.0,383,450,240,80,48.26
114,University of Helsinki,Finland,2017,1.0,58,507,113,87,48.22
115,Leiden University,Netherlands,2017,7.0,155,583,104,82,48.22
116,Baylor College of Medicine,USA,2017,57.0,383,616,119,75,48.17
117,Mines ParisTech,France,2017,5.0,306,23,171,845,48.11
118,Case Western Reserve University,USA,2017,58.0,50,227,217,113,48.09
119,University of Bristol,United Kingdom,2017,8.0,221,182,67,84,48.08
120,Rice University,USA,2017,59.0,57,95,70,170,48.03
121,Aarhus University,Denmark,2017,2.0,335,184,103,85,48.0
122,Paris Diderot University - Paris 7,France,2017,6.0,98,616,88,78,47.95
123,Korea University,South Korea,2017,3.0,383,45,240,273,47.94
124,Humboldt University of Berlin,Germany,2017,5.0,319,616,182,75,47.87
125,Uppsala University,Sweden,2017,2.0,53,278,79,100,47.84
126,Kyushu University,Japan,2017,7.0,298,55,240,236,47.75
127,University of Colorado Denver | Anschutz Medical Campus,USA,2017,60.0,383,616,141,103,47.73
128,Lund University,Sweden,2017,3.0,162,427,171,95,47.71
129,University of Montreal,Canada,2017,5.0,347,197,240,99,47.62
130,Michigan State University,USA,2017,61.0,113,137,240,111,47.6
131,Georgetown University,USA,2017,62.0,157,31,240,296,47.59
132,Southern Methodist University,USA,2017,63.0,205,26,240,569,47.58
133,Nagoya University,Japan,2017,8.0,42,263,58,179,47.54
134,Tokyo Institute of Technology,Japan,2017,9.0,195,51,82,214,47.54
135,Indiana University - Bloomington,USA,2017,64.0,104,37,179,198,47.52
136,Monash University,Australia,2017,5.0,302,153,240,110,47.47
137,McMaster University,Canada,2017,6.0,247,328,163,106,47.46
138,Icahn School of Medicine at Mount Sinai,USA,2017,65.0,383,616,240,102,47.45
139,University of Iowa,USA,2017,66.0,137,240,169,122,47.34
140,KAIST,South Korea,2017,4.0,383,140,240,405,47.34
141,University of Glasgow,United Kingdom,2017,9.0,140,121,240,108,47.28
142,Shanghai Jiao Tong University,China,2017,3.0,356,108,240,164,47.14
143,Royal Institute of Technology,Sweden,2017,4.0,219,33,108,247,47.13
144,Technical University of Denmark,Denmark,2017,3.0,368,475,224,175,47.09
145,University of São Paulo,Brazil,2017,1.0,325,94,145,136,47.09
146,University of Nottingham,United Kingdom,2017,10.0,156,144,89,139,47.04
147,University of Basel,Switzerland,2017,5.0,92,255,50,126,47.04
148,Technion – Israel Institute of Technology,Israel,2017,4.0,55,195,61,203,47.03
149,University of Alabama at Birmingham,USA,2017,67.0,383,534,240,141,47.03
150,Aix-Marseille University,France,2017,7.0,243,426,240,96,46.97
151,University of Tübingen,Germany,2017,6.0,63,504,106,145,46.93
152,Western University (University of Western Ontario),Canada,2017,7.0,242,40,240,175,46.91
153,"University of California, Santa Cruz",USA,2017,68.0,197,616,71,143,46.91
154,Wake Forest University,USA,2017,69.0,291,67,240,213,46.85
155,University of Miami,USA,2017,70.0,383,204,240,142,46.83
156,University of Leeds,United Kingdom,2017,11.0,56,190,240,131,46.82
157,University of Bonn,Germany,2017,7.0,62,251,91,129,46.82
158,University of Hong Kong,Hong Kong,2017,1.0,233,87,240,139,46.77
159,Oregon Health & Science University,USA,2017,71.0,383,616,135,134,46.75
160,Albert Ludwig University of Freiburg,Germany,2017,8.0,171,119,223,142,46.75
161,University of Southampton,United Kingdom,2017,12.0,350,125,192,118,46.74
162,Grenoble Alpes University,France,2017,8.0,163,605,128,120,46.7
163,Australian National University,Australia,2017,6.0,134,350,45,127,46.68
164,University of Padua,Italy,2017,2.0,305,610,240,117,46.67
165,Stony Brook University,USA,2017,72.0,206,616,55,156,46.59
166,Zhejiang University,China,2017,4.0,383,277,240,237,46.58
167,University of Birmingham,United Kingdom,2017,13.0,81,165,228,158,46.53
168,University of Hamburg,Germany,2017,9.0,339,169,138,140,46.42
169,University of Milan,Italy,2017,3.0,182,357,185,145,46.39
170,University of Sheffield,United Kingdom,2017,14.0,168,231,218,133,46.37
171,University of Göttingen,Germany,2017,10.0,40,161,180,195,46.36
172,Fudan University,China,2017,5.0,383,143,240,180,46.35
173,"University of Maryland, Baltimore",USA,2017,73.0,383,616,240,163,46.32
174,Yeshiva University,USA,2017,74.0,227,616,208,145,46.31
175,"Trinity College, Dublin",Ireland,2017,1.0,309,62,220,214,46.28
176,University of Cincinnati,USA,2017,75.0,133,110,240,167,46.25
177,University of Calgary,Canada,2017,8.0,383,105,240,173,46.24
178,Stockholm University,Sweden,2017,5.0,152,98,206,125,46.22
179,University of South Florida,USA,2017,76.0,383,368,240,225,46.17
180,University of Strasbourg,France,2017,9.0,69,616,44,195,46.15
181,University of the Witwatersrand,South Africa,2017,1.0,79,36,174,297,46.13
182,University of Massachusetts Medical School,USA,2017,77.0,383,616,86,185,46.12
183,University of Ottawa,Canada,2017,9.0,244,198,240,172,46.03
184,Cardiff University,United Kingdom,2017,15.0,342,238,147,146,46.01
185,University of Illinois at Chicago,USA,2017,78.0,383,544,240,153,45.99
186,Goethe University Frankfurt,Germany,2017,11.0,97,276,94,188,45.99
187,University of Lausanne,Switzerland,2017,6.0,96,412,240,159,45.96
188,Indiana University-Purdue University Indianapolis,USA,2017,79.0,383,457,240,206,45.93
189,Hokkaido University,Japan,2017,10.0,228,210,138,225,45.92
190,Université libre de Bruxelles,Belgium,2017,3.0,192,128,76,209,45.91
191,Louisiana State University,USA,2017,80.0,303,152,240,164,45.89
192,Paris Descartes University,France,2017,10.0,383,471,240,158,45.87
193,University of Bologna,Italy,2017,4.0,367,343,240,172,45.84
194,University of Münster,Germany,2017,12.0,105,386,177,176,45.8
195,Queen Mary University of London,United Kingdom,2017,16.0,119,420,240,190,45.79
196,TU Dresden,Germany,2017,13.0,383,616,240,162,45.77
197,University of Montpellier,France,2017,11.0,314,513,171,129,45.75
198,University of Kansas,USA,2017,81.0,169,124,240,169,45.74
199,University of Erlangen-Nuremberg,Germany,2017,14.0,258,600,240,167,45.73
200,University of Cologne,Germany,2017,15.0,383,134,221,165,45.73
201,Wayne State University,USA,2017,82.0,383,142,240,207,45.72
202,Sungkyunkwan University,South Korea,2017,5.0,383,135,240,210,45.71
203,University of Bern,Switzerland,2017,7.0,208,575,235,125,45.7
204,Newcastle University,United Kingdom,2017,17.0,383,262,204,174,45.69
205,North Carolina State University,USA,2017,83.0,66,230,119,210,45.67
206,University of Western Australia,Australia,2017,7.0,138,338,197,156,45.66
207,University of Liverpool,United Kingdom,2017,18.0,207,239,230,151,45.6
208,Hanyang University,South Korea,2017,6.0,383,130,240,403,45.56
209,University of Georgia,USA,2017,84.0,99,157,174,205,45.55
210,University of Massachusetts Amherst,USA,2017,85.0,151,126,161,204,45.52
211,Iowa State University,USA,2017,86.0,315,148,112,183,45.5
212,Pohang University of Science and Technology,South Korea,2017,7.0,383,616,240,331,45.48
213,RWTH Aachen University,Germany,2017,16.0,374,168,193,236,45.48
214,University of New Mexico,USA,2017,87.0,383,616,240,189,45.46
215,Maastricht University,Netherlands,2017,8.0,383,616,240,200,45.42
216,University of Missouri–Columbia,USA,2017,88.0,276,93,101,224,45.41
217,Nanjing University,China,2017,6.0,270,326,240,203,45.41
218,"University of California, Riverside",USA,2017,89.0,271,616,240,186,45.39
219,University of Science and Technology of China,China,2017,7.0,383,201,240,231,45.39
220,University of Turin,Italy,2017,5.0,336,458,163,225,45.38
221,Claude Bernard University Lyon 1,France,2017,12.0,383,553,240,176,45.37
222,University of Texas Health Science Center at Houston,USA,2017,90.0,383,616,157,198,45.36
223,University of Kiel,Germany,2017,17.0,217,451,219,193,45.29
224,Paul Sabatier University - Toulouse III,France,2017,13.0,383,616,240,164,45.28
225,Sun Yat-sen University,China,2017,8.0,383,259,240,212,45.26
226,University of Leicester,United Kingdom,2017,19.0,383,616,240,193,45.25
227,University of Gothenburg,Sweden,2017,6.0,279,228,119,176,45.24
228,London School of Hygiene & Tropical Medicine,United Kingdom,2017,20.0,383,616,201,193,45.24
229,Autonomous University of Barcelona,Spain,2017,2.0,383,616,240,209,45.24
230,Complutense University of Madrid,Spain,2017,3.0,89,57,237,298,45.23
231,Chinese University of Hong Kong,Hong Kong,2017,2.0,127,505,119,223,45.2
232,Brandeis University,USA,2017,91.0,38,301,57,393,45.18
233,Karlsruhe Institute of Technology,Germany,2017,18.0,373,191,193,253,45.15
234,University of Auckland,New Zealand,2017,1.0,260,272,240,198,45.12
235,George Washington University,USA,2017,92.0,214,74,240,282,45.12
236,Julius-Maximilian's University of Würzburg,Germany,2017,19.0,124,398,170,227,45.11
237,University of Houston,USA,2017,93.0,383,59,240,314,45.1
238,Laval University,Canada,2017,10.0,317,254,240,222,45.09
239,National Cheng Kung University,Taiwan,2017,2.0,383,48,240,381,45.09
240,University of Connecticut,USA,2017,94.0,326,218,240,197,45.06
241,University of Texas Health Science Center at San Antonio,USA,2017,95.0,383,616,240,244,45.05
242,Moscow Institute of Physics and Technology,Russia,2017,2.0,22,381,240,765,45.04
243,University of Manitoba,Canada,2017,11.0,153,101,157,278,45.03
244,Wageningen University and Research Centre,Netherlands,2017,9.0,320,528,178,194,45.01
245,Johannes Gutenberg University of Mainz,Germany,2017,20.0,313,616,216,208,45.0
246,Durham University,United Kingdom,2017,21.0,82,223,85,243,45.0
247,Medical University of Vienna,Austria,2017,1.0,383,616,240,230,45.0
248,Université catholique de Louvain,Belgium,2017,4.0,269,268,100,248,44.96
249,Florida State University,USA,2017,96.0,251,324,240,185,44.95
250,University of Vienna,Austria,2017,2.0,215,205,114,198,44.89
251,Drexel University,USA,2017,97.0,383,177,240,316,44.87
252,University College Dublin,Ireland,2017,2.0,267,145,240,244,44.86
253,"University of Tennessee, Knoxville",USA,2017,98.0,343,138,240,235,44.84
254,University of Florence,Italy,2017,6.0,237,347,96,239,44.82
255,Charles University in Prague,Czech Republic,2017,1.0,263,607,191,214,44.81
256,Delft University of Technology,Netherlands,2017,10.0,329,252,240,284,44.8
257,Oregon State University,USA,2017,99.0,165,256,240,192,44.79
258,Northeastern University,USA,2017,100.0,337,112,240,298,44.78
259,University of Cape Town,South Africa,2017,2.0,125,164,150,250,44.77
260,University of Düsseldorf,Germany,2017,21.0,212,616,240,235,44.75
261,University of Warwick,United Kingdom,2017,22.0,158,202,131,192,44.73
262,Virginia Commonwealth University,USA,2017,101.0,383,460,153,289,44.73
263,University of Waterloo,Canada,2017,12.0,383,113,240,293,44.71
264,University of Naples Federico II,Italy,2017,7.0,351,446,240,247,44.7
265,University of Duisburg-Essen,Germany,2017,22.0,383,476,240,251,44.7
266,University of Lisbon,Portugal,2017,1.0,357,447,227,213,44.69
267,Norwegian University of Science and Technology,Norway,2017,2.0,287,174,83,278,44.69
268,Virginia Polytechnic Institute and State University,USA,2017,102.0,307,150,240,300,44.68
269,University of Oklahoma,USA,2017,103.0,383,171,240,249,44.65
270,University of Aberdeen,United Kingdom,2017,23.0,377,340,176,241,44.65
271,University of Ulm,Germany,2017,23.0,383,435,136,326,44.64
272,University of Dundee,United Kingdom,2017,24.0,191,616,240,254,44.63
273,University of Bergen,Norway,2017,3.0,383,616,240,214,44.61
274,Thomas Jefferson University,USA,2017,104.0,180,616,240,279,44.6
275,University of Sussex,United Kingdom,2017,25.0,117,232,63,271,44.58
276,University of Kentucky,USA,2017,105.0,352,290,240,244,44.57
277,University at Buffalo,USA,2017,106.0,257,403,240,248,44.56
278,Colorado State University,USA,2017,107.0,167,557,198,230,44.56
279,University of Reading,United Kingdom,2017,26.0,280,64,240,357,44.55
280,University of Adelaide,Australia,2017,8.0,245,428,240,203,44.48
281,Hannover Medical School,Germany,2017,24.0,383,616,240,299,44.47
282,Leipzig University,Germany,2017,25.0,348,616,231,264,44.46
283,University of Tsukuba,Japan,2017,11.0,225,616,110,269,44.45
284,Nankai University,China,2017,9.0,355,111,240,343,44.45
285,Lehigh University,USA,2017,108.0,203,46,240,515,44.43
286,London School of Economics,United Kingdom,2017,27.0,64,83,84,442,44.43
287,University of Valencia,Spain,2017,4.0,383,531,240,281,44.41
288,Ruhr University Bochum,Germany,2017,26.0,383,170,240,298,44.41
289,University of Pisa,Italy,2017,8.0,296,452,240,275,44.4
290,Okayama University,Japan,2017,12.0,383,298,240,394,44.36
291,Queen's University,Canada,2017,13.0,344,188,119,307,44.36
292,National and Kapodistrian University of Athens,Greece,2017,1.0,383,216,240,313,44.36
293,Xiamen University,China,2017,10.0,383,90,240,485,44.35
294,University of Rome Tor Vergata,Italy,2017,9.0,383,606,240,262,44.34
295,Umeå University,Sweden,2017,7.0,383,616,189,226,44.34
296,Medical University of South Carolina,USA,2017,109.0,383,616,240,285,44.32
297,University of Delaware,USA,2017,110.0,341,355,138,324,44.3
298,University of Exeter,United Kingdom,2017,28.0,289,378,240,265,44.3
299,Vrije Universiteit Brussel,Belgium,2017,5.0,120,616,240,274,44.3
300,Huazhong University of Science and Technology,China,2017,11.0,383,149,240,401,44.28
301,Rensselaer Polytechnic Institute,USA,2017,111.0,109,156,240,350,44.27
302,Dalhousie University,Canada,2017,14.0,139,176,240,265,44.27
303,University of Louisville,USA,2017,112.0,265,449,240,359,44.26
304,Autonomous University of Madrid,Spain,2017,5.0,383,468,240,255,44.26
305,University of Antwerp,Belgium,2017,6.0,383,493,240,254,44.25
306,Tulane University,USA,2017,113.0,346,172,240,364,44.24
307,University of Chinese Academy of Sciences,China,2017,12.0,383,479,240,268,44.21
308,Chulalongkorn University,Thailand,2017,1.0,383,54,240,555,44.2
309,University of South Carolina,USA,2017,114.0,383,315,200,273,44.2
310,Hong Kong University of Science and Technology,Hong Kong,2017,3.0,383,318,240,364,44.19
311,Queen's University Belfast,United Kingdom,2017,29.0,204,385,240,285,44.19
312,University of St Andrews,United Kingdom,2017,30.0,177,474,240,292,44.18
313,University of Porto,Portugal,2017,2.0,103,330,155,284,44.18
314,Vita-Salute San Raffaele University,Italy,2017,10.0,383,616,240,386,44.16
315,University of Liège,Belgium,2017,7.0,189,616,148,273,44.16
316,University of Nebraska–Lincoln,USA,2017,115.0,194,208,240,283,44.15
317,University of Genoa,Italy,2017,11.0,383,616,240,301,44.14
318,University of York,United Kingdom,2017,31.0,383,616,240,218,44.14
319,CentraleSupélec,France,2017,14.0,383,47,240,760,44.14
320,Kyungpook National University,South Korea,2017,8.0,383,376,240,450,44.13
321,Hiroshima University,Japan,2017,13.0,383,616,240,410,44.12
322,University of Jena,Germany,2017,27.0,383,616,236,296,44.11
323,City College of New York,USA,2017,116.0,34,243,240,602,44.1
324,Tianjin University,China,2017,13.0,383,84,240,528,44.1
325,University of East Anglia,United Kingdom,2017,32.0,222,616,183,239,44.08
326,University of Navarra,Spain,2017,6.0,383,66,240,638,44.08
327,Dalian University of Technology,China,2017,14.0,383,122,240,481,44.07
328,Medical College of Wisconsin,USA,2017,117.0,383,616,240,298,44.05
329,University of Regensburg,Germany,2017,28.0,383,353,240,299,44.05
330,Stellenbosch University,South Africa,2017,3.0,383,81,240,432,44.05
331,University of Trieste,Italy,2017,12.0,383,494,240,334,44.04
332,Rush University,USA,2017,118.0,383,616,240,343,44.04
333,University of Vermont,USA,2017,119.0,220,296,240,312,44.01
334,Harbin Institute of Technology,China,2017,15.0,383,247,240,448,44.01
335,University of Bordeaux,France,2017,15.0,371,616,240,339,44.0
336,Shandong University,China,2017,16.0,383,380,240,373,43.98
337,Hong Kong Polytechnic University,Hong Kong,2017,4.0,383,162,240,518,43.97
338,Kobe University,Japan,2017,14.0,100,264,119,329,43.96
339,University of Pavia,Italy,2017,13.0,321,351,237,346,43.95
340,Federal University of Rio de Janeiro,Brazil,2017,2.0,148,154,240,357,43.95
341,National Autonomous University of Mexico,Mexico,2017,1.0,259,566,240,293,43.92
342,Jilin University,China,2017,17.0,230,275,240,457,43.92
343,University of Otago,New Zealand,2017,2.0,383,418,240,316,43.91
344,University of Perugia,Italy,2017,14.0,383,616,240,429,43.89
345,Pontifical Catholic University of Chile,Chile,2017,1.0,170,117,188,367,43.88
346,Colorado School of Mines,USA,2017,120.0,383,69,240,591,43.88
347,York University,Canada,2017,15.0,383,104,240,345,43.88
348,Xi'an Jiaotong University,China,2017,18.0,383,114,240,419,43.88
349,Versailles Saint-Quentin-en-Yvelines University,France,2017,16.0,383,616,240,304,43.87
350,Simon Fraser University,Canada,2017,16.0,383,616,240,294,43.87
351,Wuhan University,China,2017,19.0,383,186,240,484,43.86
352,University of Stuttgart,Germany,2017,29.0,90,180,189,375,43.86
353,Justus Liebig University Giessen,Germany,2017,30.0,383,616,240,332,43.85
354,Boston College,USA,2017,121.0,383,102,240,416,43.85
355,University of Victoria,Canada,2017,17.0,383,616,240,321,43.83
356,South China University of Technology,China,2017,20.0,383,189,240,420,43.83
357,Washington State University,USA,2017,122.0,383,342,136,315,43.82
358,University of Oulu,Finland,2017,2.0,300,371,240,328,43.81
359,University of Turku,Finland,2017,3.0,383,582,240,308,43.8
360,Chinese Academy of Medical Sciences & Peking Union Medical College,China,2017,21.0,383,616,240,295,43.79
361,University of Eastern Finland,Finland,2017,4.0,383,616,240,338,43.79
362,Kansas State University,USA,2017,123.0,154,242,240,334,43.79
363,University of Southern Denmark,Denmark,2017,4.0,383,616,240,325,43.79
364,"St George's, University of London",United Kingdom,2017,33.0,383,616,240,416,43.78
365,University of Marburg,Germany,2017,31.0,330,616,239,358,43.78
366,City University of Hong Kong,Hong Kong,2017,5.0,383,580,240,490,43.77
367,Technical University of Berlin,Germany,2017,32.0,86,248,240,423,43.77
368,Pompeu Fabra University,Spain,2017,7.0,383,616,240,375,43.76
369,University of Iceland,Iceland,2017,1.0,383,616,240,395,43.75
370,Linköping University,Sweden,2017,8.0,383,287,240,345,43.75
371,University of Innsbruck,Austria,2017,3.0,218,393,115,311,43.74
372,Ben-Gurion University of the Negev,Israel,2017,5.0,383,616,240,374,43.74
373,University of Granada,Spain,2017,8.0,383,616,240,320,43.73
374,Saint Louis University,USA,2017,124.0,383,257,224,428,43.73
375,College of William and Mary,USA,2017,125.0,383,88,240,510,43.72
376,Eindhoven University of Technology,Netherlands,2017,11.0,383,389,203,427,43.71
377,San Diego State University,USA,2017,126.0,274,226,240,379,43.71
378,University of Oregon,USA,2017,127.0,363,616,240,369,43.71
379,Tokyo Medical and Dental University,Japan,2017,15.0,383,616,240,434,43.7
380,Miami University,USA,2017,128.0,383,73,240,637,43.7
381,Grenoble Institute of Technology,France,2017,17.0,164,616,204,390,43.69
382,University of Buenos Aires,Argentina,2017,1.0,142,523,211,358,43.69
383,University of Ferrara,Italy,2017,15.0,383,616,240,389,43.67
384,Kyung Hee University,South Korea,2017,9.0,268,550,240,451,43.66
385,Renmin University of China,China,2017,22.0,383,65,240,815,43.66
386,National Tsing Hua University,Taiwan,2017,3.0,179,568,240,474,43.66
387,University of Alabama - Tuscaloosa,USA,2017,129.0,173,120,240,456,43.66
388,Catholic University of the Sacred Heart,Italy,2017,16.0,383,511,240,397,43.65
389,University of Lorraine,France,2017,18.0,240,183,210,319,43.65
390,University of Milan - Bicocca,Italy,2017,17.0,383,616,240,373,43.65
391,Central South University,China,2017,23.0,383,116,240,477,43.64
392,Aalto University,Finland,2017,5.0,383,192,240,384,43.64
393,Pusan National University,South Korea,2017,10.0,383,369,240,435,43.62
394,Saarland University,Germany,2017,33.0,383,327,240,397,43.62
395,Beijing Normal University,China,2017,24.0,68,578,240,470,43.62
396,Temple University,USA,2017,130.0,297,414,240,397,43.61
397,University of Delhi,India,2017,1.0,261,85,240,709,43.61
398,University of Verona,Italy,2017,18.0,383,616,240,380,43.6
399,Indian Institute of Technology Delhi,India,2017,2.0,383,78,240,747,43.6
400,University of Bari Aldo Moro,Italy,2017,19.0,383,616,240,404,43.59
401,Southeast University,China,2017,25.0,201,478,240,548,43.58
402,Darmstadt University of Technology,Germany,2017,34.0,77,391,240,440,43.57
403,Innsbruck Medical University,Austria,2017,4.0,383,616,240,411,43.56
404,George Mason University,USA,2017,131.0,383,616,101,399,43.56
405,Polytechnic University of Milan,Italy,2017,20.0,121,244,212,437,43.56
406,University of Central Florida,USA,2017,132.0,383,497,240,474,43.56
