World Rank,Institution,Location,Year,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
65,National University of Singapore,Singapore,2015,1,367,98,218,79,53.44
66,Boston University,USA,2015,41,303,54,83,47,53.43
67,University of Manchester,United Kingdom,2015,6,99,92,72,47,53.38
68,University of Arizona,USA,2015,42,139,55,87,48,53.26
69,Vanderbilt University,USA,2015,43,87,94,110,59,53.05
70,University of Utah,USA,2015,44,97,105,67,88,52.89
71,Karolinska Institute,Sweden,2015,1,149,567,36,52,52.79
72,"University of Maryland, College Park",USA,2015,45,68,210,43,48,52.72
73,Tohoku University,Japan,2015,6,41,170,218,103,52.57
74,University of Copenhagen,Denmark,2015,1,117,149,64,43,52.51
75,University of Texas Southwestern Medical Center,USA,2015,46,59,567,35,80,52.5
76,Ruprecht Karl University of Heidelberg,Germany,2015,1,38,402,51,59,52.32
77,University of Notre Dame,USA,2015,47,221,24,155,222,52.27
78,Tsinghua University,China,2015,2,309,73,218,95,52.21
79,Ludwig Maximilian University of Munich,Germany,2015,2,42,129,92,58,52.16
80,Georgia Institute of Technology,USA,2015,48,135,60,218,112,52.08
81,University of Rochester,USA,2015,49,72,53,113,100,52.03
82,Katholieke Universiteit Leuven,Belgium,2015,1,367,202,218,60,52.03
83,Brown University,USA,2015,50,64,43,73,88,52.01
84,Emory University,USA,2015,51,367,146,116,73,51.85
85,Erasmus University Rotterdam,Netherlands,2015,1,367,46,189,96,51.78
86,Tel Aviv University,Israel,2015,3,77,107,50,117,51.75
87,Utrecht University,Netherlands,2015,2,84,199,115,47,51.74
88,University of Sydney,Australia,2015,1,105,198,166,65,51.61
89,"University of California, Irvine",USA,2015,52,227,567,44,66,51.51
90,University of Texas MD Anderson Cancer Center,USA,2015,53,367,567,80,69,51.51
91,Swiss Federal Institute of Technology in Lausanne,Switzerland,2015,2,367,74,116,92,51.47
92,University of Geneva,Switzerland,2015,3,35,191,42,105,51.46
93,University of Melbourne,Australia,2015,2,141,113,218,54,51.34
94,King's College London,United Kingdom,2015,7,27,190,114,98,51.31
95,Tufts University,USA,2015,54,60,48,182,140,51.22
96,University of Zurich,Switzerland,2015,4,115,389,85,57,51.14
97,Arizona State University,USA,2015,55,367,455,66,101,51.13
98,Yonsei University,South Korea,2015,2,367,45,218,262,51.02
99,University of Oslo,Norway,2015,1,53,286,40,114,50.81
100,Kyushu University,Japan,2015,7,367,49,218,199,50.6
101,Technical University of Munich,Germany,2015,3,37,118,177,107,50.58
102,"Texas A&M University, College Station",USA,2015,56,339,108,46,88,50.43
103,University of Queensland,Australia,2015,3,269,292,142,81,50.4
104,Mines ParisTech,France,2015,5,278,23,169,819,50.34
105,Case Western Reserve University,USA,2015,57,50,215,195,101,50.28
106,Indiana University - Bloomington,USA,2015,58,134,35,178,161,50.26
107,University of Alberta,Canada,2015,4,169,151,153,84,50.25
108,Leiden University,Netherlands,2015,3,120,567,102,76,50.17
109,Tokyo Institute of Technology,Japan,2015,8,170,50,128,158,50.13
110,University of Groningen,Netherlands,2015,4,313,193,196,76,50.1
111,University of Helsinki,Finland,2015,1,56,551,111,82,50.04
112,Sapienza University of Rome,Italy,2015,1,67,205,45,154,49.97
113,Georgetown University,USA,2015,59,159,34,218,313,49.92
114,University of Amsterdam,Netherlands,2015,5,109,317,212,84,49.83
115,Korea University,South Korea,2015,3,367,58,218,301,49.79
116,University of Barcelona,Spain,2015,1,367,226,218,87,49.79
117,Lund University,Sweden,2015,2,136,466,169,91,49.75
118,Michigan State University,USA,2015,60,112,162,218,92,49.74
119,Ghent University,Belgium,2015,2,123,329,147,100,49.73
120,Rice University,USA,2015,61,52,161,95,155,49.73
121,Baylor College of Medicine,USA,2015,62,367,567,218,85,49.7
122,Aarhus University,Denmark,2015,2,310,165,106,91,49.65
123,University of Bristol,United Kingdom,2015,8,194,196,74,81,49.59
124,Uppsala University,Sweden,2015,3,73,321,70,88,49.57
125,Nagoya University,Japan,2015,9,39,322,53,141,49.57
126,Royal Institute of Technology,Sweden,2015,4,199,30,105,281,49.54
127,University of Colorado Denver,USA,2015,63,367,567,140,124,49.48
128,University of Glasgow,United Kingdom,2015,9,234,89,218,116,49.45
129,VU University Amsterdam,Netherlands,2015,6,367,385,218,89,49.44
130,University of New South Wales,Australia,2015,4,177,70,218,123,49.33
131,Paris Diderot University - Paris 7,France,2015,6,127,567,68,92,49.33
132,University of São Paulo,Brazil,2015,1,297,71,218,127,49.31
133,Western University (The University of Western Ontario),Canada,2015,5,367,41,218,197,49.31
134,Radboud University Nijmegen,Netherlands,2015,7,128,274,218,100,49.3
135,Nanyang Technological University,Singapore,2015,2,367,567,218,225,49.29
136,Technion – Israel Institute of Technology,Israel,2015,4,45,180,55,189,49.12
137,University of Miami,USA,2015,64,367,241,218,124,49.09
138,Stony Brook University,USA,2015,65,186,567,58,117,49.09
139,University of Texas at Dallas,USA,2015,66,367,159,218,153,49.05
140,University of Nottingham,United Kingdom,2015,10,131,109,84,146,49.02
141,University of Iowa,USA,2015,67,233,296,167,100,49.01
142,Southern Methodist University,USA,2015,68,179,28,218,549,48.99
143,Icahn School of Medicine at Mount Sinai,USA,2015,69,367,567,218,131,48.96
144,Korea Advanced Institute of Science and Technology (KAIST),South Korea,2015,4,367,194,218,278,48.95
145,Monash University,Australia,2015,5,277,145,218,135,48.91
146,University of Alabama at Birmingham,USA,2015,70,367,567,218,131,48.79
147,Free University of Berlin,Germany,2015,4,76,548,128,141,48.78
148,University of Southampton,United Kingdom,2015,11,329,95,218,116,48.77
149,University of the Witwatersrand,South Africa,2015,1,61,32,172,333,48.75
150,McMaster University,Canada,2015,6,222,268,163,128,48.74
151,University of Montreal,Canada,2015,7,320,376,218,104,48.72
152,University of Birmingham,United Kingdom,2015,12,65,158,205,143,48.7
153,Humboldt University of Berlin,Germany,2015,5,291,567,108,117,48.64
154,"University of California, Santa Cruz",USA,2015,71,175,567,100,136,48.59
155,Albert Ludwig University of Freiburg,Germany,2015,6,148,134,193,147,48.57
156,University of Tübingen,Germany,2015,7,69,490,103,137,48.56
157,University of Cincinnati,USA,2015,72,188,86,218,150,48.56
158,University of Bonn,Germany,2015,8,58,249,65,135,48.54
159,Wake Forest University,USA,2015,73,265,83,218,207,48.52
160,University of Basel,Switzerland,2015,5,83,363,60,134,48.48
161,University of Leeds,United Kingdom,2015,13,62,157,218,137,48.41
162,University of Hamburg,Germany,2015,9,314,136,135,125,48.31
163,Université libre de Bruxelles,Belgium,2015,3,173,110,69,184,48.28
164,Indiana University-Purdue University Indianapolis,USA,2015,74,367,492,218,167,48.28
165,Pohang University of Science and Technology,South Korea,2015,5,367,567,218,284,48.24
166,Oregon Health & Science University,USA,2015,75,367,567,128,141,48.23
167,University of Calgary,Canada,2015,8,367,123,218,142,48.23
168,Stockholm University,Sweden,2015,5,129,79,187,126,48.23
169,University of Padua,Italy,2015,2,281,567,218,129,48.17
170,University of Hong Kong,Hong Kong,2015,1,287,128,218,157,48.15
171,Yeshiva University,USA,2015,76,200,567,218,149,48.11
172,University of Milan,Italy,2015,3,162,441,182,173,48.07
173,University of Sheffield,United Kingdom,2015,14,142,209,196,134,48.07
174,Technical University of Denmark,Denmark,2015,3,351,510,202,204,48.06
175,"University of Maryland, Baltimore",USA,2015,77,367,567,218,145,48.05
176,Goethe University Frankfurt,Germany,2015,10,111,219,89,182,48.01
177,University of Göttingen,Germany,2015,11,43,171,176,195,47.98
178,Hokkaido University,Japan,2015,10,279,277,135,203,47.97
179,Australian National University,Australia,2015,6,196,379,52,142,47.97
180,Shanghai Jiao Tong University,China,2015,3,335,143,218,187,47.96
181,University of New Mexico,USA,2015,78,367,567,218,158,47.95
182,University of Strasbourg,France,2015,7,71,567,49,200,47.89
183,University of Massachusetts Medical School,USA,2015,79,367,567,80,202,47.85
184,University of Houston,USA,2015,80,367,42,218,359,47.83
185,"Trinity College, Dublin",Ireland,2015,1,338,78,200,212,47.73
186,University of Lausanne,Switzerland,2015,6,102,423,218,150,47.73
187,Iowa State University,USA,2015,81,286,186,109,137,47.71
188,Joseph Fourier University,France,2015,8,195,567,218,146,47.71
189,Wayne State University,USA,2015,82,367,183,218,191,47.67
190,University of South Florida - Tampa,USA,2015,83,367,418,218,227,47.66
191,Zhejiang University,China,2015,4,367,309,218,243,47.66
192,Hanyang University,South Korea,2015,6,367,168,218,375,47.6
193,University of Ottawa,Canada,2015,9,223,163,218,192,47.6
194,University of Missouri–Columbia,USA,2015,84,250,88,98,203,47.59
195,Fudan University,China,2015,5,367,203,218,244,47.56
196,University of Kansas,USA,2015,85,228,91,218,178,47.52
197,University of Cologne,Germany,2015,12,367,132,201,163,47.52
198,University of Georgia,USA,2015,86,93,188,172,182,47.5
199,University of Liverpool,United Kingdom,2015,15,176,179,207,151,47.49
200,University of Bern,Switzerland,2015,7,184,526,213,128,47.49
201,Cardiff University,United Kingdom,2015,16,321,218,143,159,47.46
202,George Washington University,USA,2015,87,192,56,218,264,47.46
203,University of Illinois at Chicago,USA,2015,88,367,541,218,203,47.39
204,University of Erlangen-Nuremberg,Germany,2015,13,231,554,218,175,47.36
205,University of Münster,Germany,2015,14,113,421,174,166,47.34
206,Aix-Marseille University,France,2015,9,218,451,218,129,47.31
207,Claude Bernard University Lyon 1,France,2015,10,367,567,218,162,47.31
208,University of Bologna,Italy,2015,4,350,348,218,210,47.28
209,Queen Mary University of London,United Kingdom,2015,17,147,319,218,204,47.25
210,Dresden University of Technology,Germany,2015,15,367,567,218,182,47.25
211,Sungkyunkwan University,South Korea,2015,7,367,225,218,224,47.19
212,Newcastle University,United Kingdom,2015,18,367,222,218,195,47.17
213,Karlsruhe Institute of Technology,Germany,2015,16,356,208,131,206,47.15
214,"University of California, Riverside",USA,2015,89,247,567,218,161,47.13
215,University of Kiel,Germany,2015,17,193,487,198,192,47.11
216,University of Western Australia,Australia,2015,7,156,306,145,232,47.1
217,Paris Descartes University,France,2015,11,203,567,218,202,47.06
218,University of Connecticut,USA,2015,90,296,259,218,186,47.06
219,University of Massachusetts Amherst,USA,2015,91,212,141,159,200,47.05
220,Chinese University of Hong Kong,Hong Kong,2015,2,100,479,116,243,47.05
221,University of Turin,Italy,2015,5,315,450,163,227,47.04
222,University of Manitoba,Canada,2015,10,157,93,155,260,47.04
223,University of Vienna,Austria,2015,1,191,185,101,182,47.03
224,University of Montpellier,France,2015,12,289,462,169,147,47.0
225,Maastricht University,Netherlands,2015,8,367,567,218,258,47.0
226,National Cheng Kung University,Taiwan,2015,2,367,52,218,432,46.97
227,"University of Tennessee, Knoxville",USA,2015,92,319,117,218,193,46.96
228,Complutense University of Madrid,Spain,2015,2,86,68,214,297,46.96
229,Laval University,Canada,2015,11,292,273,218,220,46.95
230,RWTH Aachen University,Germany,2015,18,357,238,131,246,46.9
231,Université catholique de Louvain,Belgium,2015,4,367,264,97,241,46.89
232,North Carolina State University,USA,2015,93,251,228,218,182,46.89
233,Johannes Gutenberg University of Mainz,Germany,2015,19,367,567,194,185,46.88
234,University of Texas Health Science Center at San Antonio,USA,2015,94,367,567,218,247,46.88
235,Julius-Maximilian's University of Würzburg,Germany,2015,20,106,391,168,227,46.85
236,Paul Sabatier University - Toulouse III,France,2015,13,367,567,218,194,46.81
237,University of Gothenburg,Sweden,2015,6,257,294,116,183,46.79
238,University College Dublin,Ireland,2015,2,241,112,218,234,46.79
239,University of Science and Technology of China,China,2015,6,367,192,218,255,46.73
240,University of Leicester,United Kingdom,2015,19,367,567,218,198,46.72
241,Autonomous University of Barcelona,Spain,2015,3,367,567,218,209,46.72
242,University of Dundee,United Kingdom,2015,20,178,567,218,238,46.68
243,Norwegian University of Science and Technology,Norway,2015,2,252,119,75,286,46.67
244,Nanjing University,China,2015,7,342,362,218,242,46.61
245,Okayama University,Japan,2015,11,367,288,218,325,46.59
246,London School of Hygiene & Tropical Medicine,United Kingdom,2015,21,367,567,159,286,46.59
247,University of Florence,Italy,2015,6,327,326,94,230,46.58
248,University of Cape Town,South Africa,2015,2,104,126,146,263,46.58
249,University of Texas Health Science Center at Houston,USA,2015,95,367,567,155,210,46.56
250,Moscow Institute of Physics and Technology,Russia,2015,2,23,339,218,733,46.55
251,University of Düsseldorf,Germany,2015,21,185,567,218,229,46.54
252,Florida State University,USA,2015,96,367,334,218,173,46.53
253,University of Sussex,United Kingdom,2015,22,151,257,57,257,46.49
254,Thomas Jefferson University,USA,2015,97,158,567,218,276,46.47
255,Delft University of Technology,Netherlands,2015,9,307,300,218,237,46.46
256,Virginia Polytechnic Institute and State University,USA,2015,98,283,152,218,233,46.46
257,University of Lisbon,Portugal,2015,1,337,465,152,216,46.43
258,Drexel University,USA,2015,99,367,233,218,329,46.43
259,Virginia Commonwealth University,USA,2015,100,367,403,150,279,46.43
260,Oregon State University,USA,2015,101,189,239,218,191,46.42
261,Durham University,United Kingdom,2015,23,132,267,116,215,46.42
262,University of Tsukuba,Japan,2015,12,202,567,107,232,46.41
263,University of Reading,United Kingdom,2015,24,258,63,218,310,46.4
264,Lehigh University,USA,2015,102,367,47,218,556,46.4
265,Medical University of Vienna,Austria,2015,2,367,567,218,230,46.39
266,University of Auckland,New Zealand,2015,1,235,419,218,249,46.38
267,University of Kentucky,USA,2015,103,332,290,218,240,46.37
268,University of Naples Federico II,Italy,2015,7,331,459,218,244,46.36
269,University of Waterloo,Canada,2015,12,367,124,218,252,46.34
270,Charles University in Prague,Czech Republic,2015,1,238,560,116,216,46.32
271,Colorado State University - Fort Collins,USA,2015,104,211,493,148,227,46.32
272,Tulane University,USA,2015,105,324,144,218,309,46.31
273,"University at Buffalo, The State University of New York",USA,2015,106,367,398,218,263,46.3
274,Brandeis University,USA,2015,107,51,342,78,391,46.29
275,Northeastern University,USA,2015,108,316,125,218,315,46.29
276,Wageningen University and Research Centre,Netherlands,2015,10,293,512,175,205,46.26
277,Sun Yat-sen University,China,2015,8,367,254,218,280,46.25
278,University of Ulm,Germany,2015,22,367,471,131,281,46.24
279,London School of Economics,United Kingdom,2015,25,78,65,91,502,46.22
280,Vrije Universiteit Brussel,Belgium,2015,5,110,567,218,252,46.21
281,University of Delaware,USA,2015,109,318,337,135,270,46.21
282,Rensselaer Polytechnic Institute,USA,2015,110,137,142,218,310,46.19
283,University of Bergen,Norway,2015,3,367,567,218,214,46.18
284,Queen's University,Canada,2015,13,322,155,218,264,46.18
285,University of Aberdeen,United Kingdom,2015,26,360,314,199,256,46.17
286,Dalhousie University,Canada,2015,14,367,137,218,264,46.17
287,Umeå University,Sweden,2015,7,367,567,218,228,46.14
288,University of Duisburg-Essen,Germany,2015,23,367,498,218,297,46.13
289,City College of New York,USA,2015,111,31,187,218,538,46.12
290,Hiroshima University,Japan,2015,13,367,567,218,340,46.12
291,University of Texas at San Antonio,USA,2015,112,367,567,218,339,46.1
292,Hannover Medical School,Germany,2015,24,367,567,218,285,46.07
293,University of Warwick,United Kingdom,2015,27,210,444,116,202,46.05
294,University of Valencia,Spain,2015,4,367,470,218,273,46.03
295,University of Pisa,Italy,2015,8,273,473,218,266,46.03
296,Ruhr University Bochum,Germany,2015,25,367,235,218,280,46.0
297,Medical College of Wisconsin,USA,2015,113,367,567,218,314,45.97
298,University of Louisville,USA,2015,114,367,484,218,370,45.97
299,University of Bordeaux,France,2015,14,354,567,218,263,45.96
300,University of South Carolina - Columbia,USA,2015,115,367,299,185,258,45.95
301,National and Kapodistrian University of Athens,Greece,2015,1,367,200,218,363,45.94
302,Leipzig University,Germany,2015,26,326,567,208,353,45.94
303,Medical University of South Carolina,USA,2015,116,367,567,218,322,45.94
304,Autonomous University of Madrid,Spain,2015,5,367,460,218,267,45.92
305,Dalian University of Technology,China,2015,9,367,104,218,497,45.92
306,Stellenbosch University,South Africa,2015,3,367,66,218,448,45.92
307,Kyungpook National University,South Korea,2015,8,367,412,218,434,45.92
308,University of Porto,Portugal,2015,2,94,316,90,303,45.91
309,University of St Andrews,United Kingdom,2015,28,145,506,218,272,45.89
310,Gwangju Institute of Science and Technology,South Korea,2015,9,367,567,218,482,45.88
311,Chulalongkorn University,Thailand,2015,1,367,57,218,610,45.86
312,University of Antwerp,Belgium,2015,6,367,567,218,269,45.84
313,Xiamen University,China,2015,10,367,80,218,490,45.83
314,University of Nebraska–Lincoln,USA,2015,117,165,207,218,258,45.8
315,Nankai University,China,2015,11,334,135,218,352,45.8
316,University of Stuttgart,Germany,2015,27,82,172,218,426,45.79
317,University of Rome Tor Vergata,Italy,2015,9,367,557,218,275,45.79
318,University of Regensburg,Germany,2015,28,367,303,218,277,45.79
319,Hong Kong University of Science and Technology,Hong Kong,2015,3,367,359,218,363,45.77
320,Kobe University,Japan,2015,14,95,240,116,320,45.74
321,University of Liège,Belgium,2015,7,143,567,144,256,45.73
322,Federal University of Rio de Janeiro,Brazil,2015,2,125,116,218,427,45.72
323,Rush University,USA,2015,118,367,567,218,343,45.71
324,University of Vermont,USA,2015,119,198,256,218,338,45.7
325,University of York,United Kingdom,2015,29,367,567,218,212,45.69
326,Boston College,USA,2015,120,367,97,218,372,45.65
327,University of Pavia,Italy,2015,10,295,380,214,325,45.64
328,University of Jena,Germany,2015,29,367,567,218,281,45.64
329,Vita-Salute San Raffaele University,Italy,2015,11,367,567,218,359,45.61
330,University of Genoa,Italy,2015,12,367,567,218,312,45.61
331,Tianjin University,China,2015,12,367,77,218,570,45.61
332,Louisiana State University - Baton Rouge,USA,2015,121,270,177,218,235,45.61
333,University of Exeter,United Kingdom,2015,30,264,481,218,298,45.59
334,National Autonomous University of Mexico,Mexico,2015,1,282,546,218,262,45.58
335,University of Adelaide,Australia,2015,8,219,445,218,255,45.58
336,University of East Anglia,United Kingdom,2015,31,206,567,179,235,45.58
337,York University,Canada,2015,15,367,106,218,351,45.56
338,University of Navarra,Spain,2015,6,367,76,218,604,45.56
339,University of Oregon,USA,2015,122,346,567,218,252,45.55
340,"St George's, University of London",United Kingdom,2015,32,367,567,218,466,45.55
341,Indian Institute of Technology Delhi,India,2015,1,367,59,218,741,45.54
342,University of Trieste,Italy,2015,13,367,443,218,323,45.54
343,Queen's University Belfast,United Kingdom,2015,33,183,387,218,282,45.53
344,University of Perugia,Italy,2015,14,367,567,116,378,45.53
345,Technical University of Berlin,Germany,2015,30,85,271,218,380,45.52
346,University of Marburg,Germany,2015,31,304,567,217,335,45.51
347,University of Innsbruck,Austria,2015,3,197,397,112,313,45.51
348,Eindhoven University of Technology,Netherlands,2015,11,367,347,186,392,45.51
349,Ben-Gurion University of the Negev,Israel,2015,5,367,567,218,361,45.49
350,University of Oklahoma - Norman Campus,USA,2015,123,367,150,218,286,45.49
351,Wesleyan University,USA,2015,124,154,61,218,712,45.48
352,University of Victoria,Canada,2015,16,367,567,218,294,45.48
353,Kansas State University,USA,2015,125,130,229,218,302,45.47
354,Hong Kong Polytechnic University,Hong Kong,2015,4,367,166,218,511,45.47
355,Linköping University,Sweden,2015,8,367,237,218,364,45.47
356,University of Southern Denmark,Denmark,2015,4,367,567,218,345,45.46
357,University of Otago,New Zealand,2015,2,367,377,218,317,45.44
358,Justus Liebig University Giessen,Germany,2015,32,367,567,218,318,45.43
359,University of New Hampshire,USA,2015,126,367,318,79,346,45.42
360,College of William and Mary,USA,2015,127,367,85,218,464,45.42
361,San Diego State University,USA,2015,128,248,204,218,344,45.41
362,Simon Fraser University,Canada,2015,17,367,567,218,318,45.4
363,University of Santiago de Compostela,Spain,2015,7,367,489,218,424,45.4
364,Saint Louis University,USA,2015,129,367,261,202,393,45.39
365,Colorado School of Mines,USA,2015,130,367,81,218,530,45.39
366,University of Eastern Finland,Finland,2015,2,367,567,218,361,45.37
367,University of Buenos Aires,Argentina,2015,1,126,500,180,316,45.37
368,University of Guelph,Canada,2015,18,367,483,218,249,45.36
369,University of Ferrara,Italy,2015,15,367,567,218,365,45.36
370,Polytechnic University of Catalonia,Spain,2015,8,367,330,218,438,45.36
371,Versailles Saint-Quentin-en-Yvelines University,France,2015,15,367,567,218,313,45.36
372,Saarland University,Germany,2015,33,367,375,218,418,45.33
373,City University of Hong Kong,Hong Kong,2015,5,367,567,218,546,45.33
374,Darmstadt University of Technology,Germany,2015,34,66,344,218,400,45.32
375,Pompeu Fabra University,Spain,2015,9,367,567,218,330,45.31
376,Pontifical Catholic University of Chile,Chile,2015,1,343,139,218,467,45.31
377,University of Bari Aldo Moro,Italy,2015,16,367,567,218,395,45.31
378,University of Texas Medical Branch at Galveston,USA,2015,131,367,567,218,344,45.3
379,University of Delhi,India,2015,2,240,72,218,704,45.3
380,"Washington State University, Pullman",USA,2015,132,367,301,131,332,45.29
381,Temple University,USA,2015,133,272,553,218,395,45.29
382,University of Milan - Bicocca,Italy,2015,17,367,567,218,327,45.28
383,University of Turku,Finland,2015,3,367,531,218,428,45.27
384,Chonnam National University,South Korea,2015,10,367,547,218,502,45.27
385,University of Lorraine,France,2015,16,216,213,190,325,45.25
386,National Chiao Tung University,Taiwan,2015,3,367,206,218,440,45.24
387,Catholic University of the Sacred Heart,Italy,2015,18,367,555,218,409,45.22
388,"University at Albany, SUNY",USA,2015,134,180,567,165,332,45.22
389,Xi'an Jiaotong University,China,2015,13,367,154,218,500,45.21
390,Ewha Womans University,South Korea,2015,11,367,567,218,539,45.2
391,Jilin University,China,2015,14,220,338,218,445,45.2
392,Tokyo Medical and Dental University,Japan,2015,15,367,567,218,490,45.2
393,Scuola Normale Superiore di Pisa,Italy,2015,19,263,567,61,465,45.2
394,University of Central Florida,USA,2015,135,367,501,218,426,45.18
395,Innsbruck Medical University,Austria,2015,4,367,567,218,509,45.18
396,Beijing Normal University,China,2015,15,57,567,218,428,45.17
397,Polytechnic University of Milan,Italy,2015,20,103,181,191,432,45.17
398,University of Seville,Spain,2015,10,367,564,218,428,45.17
399,University of Nebraska Medical Center,USA,2015,136,367,567,218,410,45.16
400,Huazhong University of Science and Technology,China,2015,16,367,282,218,497,45.16
401,Kyung Hee University,South Korea,2015,12,245,495,218,536,45.16
402,Chalmers University of Technology,Sweden,2015,9,361,311,218,407,45.16
403,Brigham Young University,USA,2015,137,298,361,218,403,45.15
404,University of Campinas,Brazil,2015,3,367,567,218,460,45.14
405,University of Bath,United Kingdom,2015,34,367,368,218,351,45.14
406,Saint Petersburg State University,Russia,2015,3,47,250,218,613,45.14
407,National Tsing Hua University,Taiwan,2015,4,262,520,218,364,45.14
408,University of Twente,Netherlands,2015,12,367,511,218,407,45.14
409,University of Alabama - Tuscaloosa,USA,2015,138,325,140,218,456,45.14
410,Harbin Institute of Technology,China,2015,17,367,244,218,578,45.14
411,University of Verona,Italy,2015,21,367,567,218,395,45.13
412,Oklahoma State University–Stillwater,USA,2015,139,239,153,218,508,45.13
413,Shandong University,China,2015,18,367,437,218,443,45.13
414,George Mason University,USA,2015,140,367,567,98,362,45.13
415,Wuhan University,China,2015,19,367,258,218,510,45.13
416,Swedish University of Agricultural Sciences,Sweden,2015,10,146,567,218,363,45.12
417,Concordia University,Canada,2015,19,367,99,218,645,45.12
418,Chiba University,Japan,2015,16,367,567,218,357,45.11
419,Kumamoto University,Japan,2015,17,308,353,218,455,45.11
420,Tongji University,China,2015,20,153,115,218,490,45.1
421,Aalto University,Finland,2015,4,367,224,218,461,45.1
422,Chonbuk National University,South Korea,2015,13,367,567,218,642,45.09
423,Peking Union Medical College,China,2015,21,367,567,218,330,45.09
424,Georgia Regents University,USA,2015,141,367,567,218,423,45.09
425,University of Chile,Chile,2015,2,242,173,218,471,45.08
426,Lancaster University,United Kingdom,2015,35,367,360,218,332,45.08
427,Vienna University of Technology,Austria,2015,5,363,350,218,358,45.08
