World Rank,Institution,Location,Year,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score
92,University of Göttingen,Germany,2021,6,46.0,307.0,114.0,150.0,82.1
93,University of Arizona,USA,2021,48,480.0,221.0,71.0,106.0,82.1
94,Boston University,USA,2021,49,515.0,123.0,215.0,69.0,82.0
95,"University of California, Santa Barbara",USA,2021,50,213.0,495.0,25.0,134.0,82.0
96,Erasmus University Rotterdam,Netherlands,2021,4,527.0,73.0,266.0,81.0,81.9
97,Keio University,Japan,2021,4,494.0,13.0,274.0,385.0,81.9
98,University of Sydney,Australia,2021,2,199.0,649.0,274.0,38.0,81.8
99,University of Geneva,Switzerland,2021,3,72.0,391.0,113.0,119.0,81.8
100,University of Basel,Switzerland,2021,4,59.0,309.0,82.0,155.0,81.8
101,University of Leeds,United Kingdom,2021,10,125.0,389.0,50.0,137.0,81.7
102,Shanghai Jiao Tong University,China,2021,4,527.0,185.0,274.0,45.0,81.7
103,University of Groningen,Netherlands,2021,5,266.0,569.0,127.0,80.0,81.6
104,École Polytechnique Fédérale de Lausanne,Switzerland,2021,5,527.0,95.0,146.0,117.0,81.6
105,University of São Paulo,Brazil,2021,1,518.0,333.0,131.0,85.0,81.5
106,University of Texas MD Anderson Cancer Center,USA,2021,51,527.0,1001.0,88.0,94.0,81.5
107,Aarhus University,Denmark,2021,2,248.0,315.0,153.0,86.0,81.5
108,University of Tübingen,Germany,2021,7,54.0,1001.0,103.0,149.0,81.4
109,University of Queensland,Australia,2021,3,410.0,641.0,238.0,54.0,81.4
110,Zhejiang University,China,2021,5,527.0,393.0,274.0,43.0,81.3
111,Indiana University Bloomington,USA,2021,52,255.0,91.0,177.0,118.0,81.3
112,University of Utah,USA,2021,53,247.0,201.0,132.0,109.0,81.3
113,Sapienza University of Rome,Italy,2021,1,473.0,501.0,118.0,100.0,81.2
114,University of New South Wales,Australia,2021,4,512.0,120.0,274.0,73.0,81.2
115,Fudan University,China,2021,6,311.0,108.0,274.0,78.0,81.1
116,KU Leuven,Belgium,2021,1,527.0,416.0,274.0,49.0,81.1
117,University of Southampton,United Kingdom,2021,11,447.0,311.0,98.0,114.0,81.1
118,University of Helsinki,Finland,2021,1,202.0,913.0,167.0,88.0,81.0
119,INSEAD,France,2021,6,527.0,2.0,274.0,1001.0,81.0
120,University of Montreal,Canada,2021,5,452.0,481.0,124.0,102.0,81.0
121,Ghent University,Belgium,2021,2,336.0,590.0,194.0,82.0,80.9
122,University of Freiburg,Germany,2021,8,102.0,211.0,105.0,153.0,80.9
123,University of Bonn,Germany,2021,9,123.0,573.0,86.0,142.0,80.9
124,Emory University,USA,2021,54,471.0,234.0,274.0,66.0,80.8
125,Australian National University,Australia,2021,5,163.0,611.0,78.0,140.0,80.8
126,University of Glasgow,United Kingdom,2021,12,143.0,379.0,141.0,122.0,80.7
127,Baylor College of Medicine,USA,2021,55,71.0,1001.0,201.0,123.0,80.7
128,Monash University,Australia,2021,6,527.0,462.0,274.0,63.0,80.7
129,Case Western Reserve University,USA,2021,56,66.0,265.0,184.0,154.0,80.6
130,Nagoya University,Japan,2021,5,83.0,223.0,90.0,186.0,80.6
131,University of Barcelona,Spain,2021,1,527.0,559.0,274.0,65.0,80.6
132,Tohoku University,Japan,2021,6,198.0,147.0,138.0,143.0,80.5
133,Goethe University Frankfurt,Germany,2021,10,242.0,792.0,30.0,192.0,80.5
134,Tufts University,USA,2021,57,81.0,65.0,166.0,239.0,80.5
135,University of Nottingham,United Kingdom,2021,13,182.0,498.0,108.0,138.0,80.4
136,Nanyang Technological University,Singapore,2021,2,527.0,909.0,274.0,68.0,80.4
137,University of Liverpool,United Kingdom,2021,14,144.0,533.0,99.0,145.0,80.4
138,Grenoble Alpes University,France,2021,7,280.0,1001.0,234.0,89.0,80.3
139,University of Science and Technology of China,China,2021,7,527.0,312.0,274.0,79.0,80.3
140,KTH Royal Institute of Technology,Sweden,2021,3,240.0,53.0,179.0,229.0,80.3
141,Lund University,Sweden,2021,4,192.0,563.0,259.0,90.0,80.3
142,VU Amsterdam,Netherlands,2021,6,527.0,1001.0,274.0,76.0,80.2
143,University of Bern,Switzerland,2021,6,156.0,1001.0,165.0,128.0,80.2
144,Stockholm University,Sweden,2021,5,162.0,230.0,94.0,178.0,80.2
145,University of Iowa,USA,2021,58,134.0,326.0,186.0,136.0,80.1
146,Michigan State University,USA,2021,59,175.0,231.0,274.0,105.0,80.1
147,Rice University,USA,2021,60,118.0,100.0,111.0,238.0,80.1
148,University of Strasbourg,France,2021,8,121.0,1001.0,51.0,218.0,80.0
149,University of Colorado Anschutz Medical Campus,USA,2021,61,527.0,1001.0,93.0,156.0,80.0
150,University of Sheffield,United Kingdom,2021,15,197.0,612.0,152.0,139.0,80.0
151,Tokyo Institute of Technology,Japan,2021,7,320.0,92.0,72.0,260.0,79.9
152,Tel Aviv University,Israel,2021,3,350.0,126.0,274.0,121.0,79.9
153,Sun Yat-sen University,China,2021,8,527.0,423.0,274.0,97.0,79.9
154,Queen Mary University of London,United Kingdom,2021,16,105.0,692.0,147.0,167.0,79.9
155,Radboud University,Netherlands,2021,7,446.0,677.0,274.0,95.0,79.8
156,University of Western Australia,Australia,2021,7,238.0,660.0,199.0,131.0,79.8
157,Aix-Marseille University,France,2021,9,507.0,930.0,274.0,96.0,79.8
158,University of Massachusetts Amherst,USA,2021,62,476.0,263.0,64.0,214.0,79.7
159,Cardiff University,United Kingdom,2021,17,399.0,456.0,91.0,181.0,79.7
160,Huazhong University of Science and Technology,China,2021,9,527.0,193.0,274.0,115.0,79.7
161,Technion – Israel Institute of Technology,Israel,2021,4,112.0,380.0,66.0,249.0,79.7
162,Nanjing University,China,2021,10,487.0,359.0,274.0,108.0,79.6
163,Korea University,South Korea,2021,2,527.0,80.0,274.0,168.0,79.6
164,McMaster University,Canada,2021,6,419.0,745.0,223.0,133.0,79.6
165,University of Padova,Italy,2021,2,454.0,1001.0,274.0,110.0,79.5
166,University of Hamburg,Germany,2021,11,276.0,496.0,274.0,116.0,79.5
167,Iowa State University,USA,2021,63,335.0,162.0,156.0,197.0,79.5
168,University of Montpellier,France,2021,10,462.0,1001.0,274.0,112.0,79.5
169,Yonsei University,South Korea,2021,3,527.0,114.0,274.0,147.0,79.4
170,University of Notre Dame,USA,2021,64,305.0,37.0,274.0,284.0,79.4
171,University of Hong Kong,China,2021,11,527.0,168.0,274.0,135.0,79.4
172,Icahn School of Medicine at Mount Sinai,USA,2021,65,527.0,1001.0,274.0,113.0,79.4
173,University of Gothenburg,Sweden,2021,6,413.0,411.0,148.0,176.0,79.3
174,University of Warwick,United Kingdom,2021,18,430.0,191.0,224.0,171.0,79.3
175,École nationale d'administration,France,2021,11,527.0,3.0,274.0,1001.0,79.3
176,University of Milan,Italy,2021,3,451.0,562.0,274.0,127.0,79.2
177,University of Bologna,Italy,2021,4,527.0,762.0,274.0,124.0,79.2
178,Newcastle University,United Kingdom,2021,19,478.0,536.0,162.0,185.0,79.2
179,University of Alabama at Birmingham,USA,2021,66,527.0,973.0,207.0,160.0,79.2
180,Wageningen University & Research,Netherlands,2021,8,414.0,852.0,209.0,161.0,79.1
181,Arizona State University,USA,2021,67,442.0,666.0,258.0,141.0,79.1
182,Norwegian University of Science and Technology,Norway,2021,2,250.0,490.0,59.0,274.0,79.1
183,Western University,Canada,2021,7,406.0,82.0,274.0,200.0,79.1
184,University of Cologne,Germany,2021,12,333.0,250.0,178.0,193.0,79.0
185,University of Kansas,USA,2021,68,262.0,434.0,101.0,233.0,79.0
186,Autonomous University of Barcelona,Spain,2021,2,527.0,1001.0,274.0,130.0,79.0
187,Chinese University of Hong Kong,China,2021,12,388.0,1001.0,246.0,144.0,79.0
188,Waseda University,Japan,2021,8,345.0,26.0,274.0,462.0,78.9
189,University of Lausanne,Switzerland,2021,7,245.0,717.0,123.0,207.0,78.9
190,University of Calgary,Canada,2021,8,527.0,227.0,274.0,146.0,78.9
191,North Carolina State University,USA,2021,69,381.0,402.0,180.0,189.0,78.9
192,Sungkyunkwan University,South Korea,2021,4,527.0,228.0,274.0,148.0,78.8
193,University of Münster,Germany,2021,13,435.0,786.0,193.0,180.0,78.8
194,Lomonosov Moscow State University,Russia,2021,1,115.0,400.0,195.0,216.0,78.8
195,University of Connecticut,USA,2021,70,475.0,394.0,116.0,236.0,78.8
196,Technical University of Denmark,Denmark,2021,3,367.0,737.0,187.0,187.0,78.8
197,Université catholique de Louvain,Belgium,2021,3,527.0,494.0,128.0,220.0,78.7
198,Stony Brook University,USA,2021,71,382.0,1001.0,168.0,196.0,78.7
199,Brandeis University,USA,2021,72,31.0,239.0,39.0,607.0,78.7
200,University of Waterloo,Canada,2021,9,527.0,217.0,205.0,205.0,78.7
201,University of Lisbon,Portugal,2021,1,428.0,1001.0,236.0,169.0,78.6
202,University of Ottawa,Canada,2021,10,527.0,463.0,274.0,151.0,78.6
203,University of Würzburg,Germany,2021,14,145.0,1001.0,231.0,194.0,78.6
204,University of Georgia,USA,2021,73,407.0,308.0,174.0,221.0,78.6
205,Xi'an Jiaotong University,China,2021,13,527.0,182.0,274.0,174.0,78.5
206,Harbin Institute of Technology,China,2021,14,527.0,472.0,274.0,157.0,78.5
207,University of Vienna,Austria,2021,1,150.0,473.0,159.0,242.0,78.5
208,Johannes Gutenberg University Mainz,Germany,2021,15,527.0,1001.0,181.0,201.0,78.5
209,Yeshiva University,USA,2021,74,84.0,1001.0,189.0,253.0,78.5
210,Technical University of Dresden,Germany,2021,16,527.0,1001.0,274.0,152.0,78.4
211,RWTH Aachen University,Germany,2021,17,496.0,229.0,274.0,172.0,78.4
212,The Scripps Research Institute,USA,2021,75,527.0,1001.0,54.0,302.0,78.4
213,University of Adelaide,Australia,2021,8,181.0,843.0,274.0,164.0,78.4
214,University of Illinois at Chicago,USA,2021,76,477.0,788.0,273.0,163.0,78.3
215,Wuhan University,China,2021,15,527.0,395.0,274.0,166.0,78.3
216,Kiel University,Germany,2021,18,349.0,1001.0,139.0,241.0,78.3
217,University of Missouri–Columbia,USA,2021,77,427.0,251.0,87.0,295.0,78.3
218,Trinity College Dublin,Ireland,2021,1,206.0,83.0,242.0,286.0,78.3
219,Université libre de Bruxelles,Belgium,2021,4,444.0,328.0,172.0,244.0,78.2
220,Hokkaido University,Japan,2021,9,344.0,270.0,163.0,256.0,78.2
221,Claude Bernard University Lyon 1,France,2021,12,527.0,1001.0,274.0,162.0,78.2
222,Xiamen University,China,2021,16,527.0,88.0,274.0,248.0,78.2
223,KAIST,South Korea,2021,5,527.0,144.0,274.0,206.0,78.2
224,Kyushu University,Japan,2021,10,271.0,112.0,274.0,228.0,78.1
225,Shandong University,China,2021,17,527.0,1001.0,274.0,165.0,78.1
226,University of Miami,USA,2021,78,527.0,240.0,274.0,188.0,78.1
227,University of Erlangen–Nuremberg,Germany,2021,19,418.0,914.0,274.0,170.0,78.1
228,Georgetown University,USA,2021,79,354.0,52.0,274.0,332.0,78.0
229,Hong Kong University of Science and Technology,China,2021,18,527.0,540.0,142.0,262.0,78.0
230,University of Turin,Italy,2021,5,234.0,1001.0,274.0,175.0,78.0
231,Tianjin University,China,2021,19,527.0,152.0,274.0,209.0,78.0
232,London School of Hygiene & Tropical Medicine,United Kingdom,2021,20,279.0,1001.0,176.0,237.0,78.0
233,Charles University in Prague,Czech Republic,2021,1,325.0,1001.0,274.0,173.0,77.9
234,Karlsruhe Institute of Technology,Germany,2021,20,460.0,278.0,274.0,191.0,77.9
235,P.N. Lebedev Physical Institute of the Russian Academy of Sciences,Russia,2021,2,28.0,1001.0,106.0,519.0,77.9
236,University of Cincinnati,USA,2021,80,466.0,241.0,274.0,198.0,77.9
237,Wake Forest University,USA,2021,81,527.0,68.0,274.0,290.0,77.9
238,University of Naples Federico II,Italy,2021,6,527.0,807.0,274.0,182.0,77.8
239,Paul Sabatier University,France,2021,13,527.0,1001.0,274.0,177.0,77.8
240,Sichuan University,China,2021,20,527.0,1001.0,274.0,179.0,77.8
241,University of Sussex,United Kingdom,2021,21,111.0,505.0,81.0,352.0,77.8
242,"University of California, Riverside",USA,2021,82,376.0,1001.0,218.0,223.0,77.8
243,University of Bordeaux,France,2021,14,527.0,1001.0,274.0,184.0,77.7
244,University of Texas Health Science Center at Houston,USA,2021,83,527.0,1001.0,149.0,268.0,77.7
245,University of Leicester,United Kingdom,2021,22,527.0,1001.0,100.0,288.0,77.7
246,University of Reading,United Kingdom,2021,23,119.0,117.0,110.0,401.0,77.7
247,Complutense University of Madrid,Spain,2021,3,200.0,166.0,220.0,280.0,77.7
248,Jilin University,China,2021,21,527.0,424.0,274.0,195.0,77.6
249,Nankai University,China,2021,22,527.0,129.0,274.0,240.0,77.6
250,Maastricht University,Netherlands,2021,9,527.0,1001.0,274.0,190.0,77.6
251,"University of Tennessee, Knoxville",USA,2021,84,423.0,461.0,274.0,199.0,77.6
252,HEC Paris,France,2021,15,527.0,5.0,274.0,1001.0,77.6
253,South China University of Technology,China,2021,23,527.0,296.0,274.0,208.0,77.6
254,Virginia Commonwealth University,USA,2021,85,527.0,989.0,112.0,296.0,77.5
255,Colorado State University,USA,2021,86,455.0,1001.0,206.0,254.0,77.5
256,Tongji University,China,2021,24,527.0,196.0,274.0,234.0,77.5
257,University of Houston,USA,2021,87,527.0,164.0,122.0,340.0,77.5
258,University of Florence,Italy,2021,7,527.0,753.0,274.0,202.0,77.5
259,Delft University of Technology,Netherlands,2021,10,264.0,422.0,274.0,215.0,77.4
260,Southeast University,China,2021,25,527.0,874.0,274.0,203.0,77.4
261,University of Tsukuba,Japan,2021,11,527.0,1001.0,144.0,291.0,77.4
262,University of Auckland,New Zealand,2021,1,503.0,435.0,274.0,219.0,77.4
263,University of Exeter,United Kingdom,2021,24,378.0,673.0,274.0,212.0,77.4
264,National and Kapodistrian University of Athens,Greece,2021,1,527.0,572.0,274.0,217.0,77.3
265,University of Pisa,Italy,2021,8,310.0,1001.0,274.0,213.0,77.3
266,City University of Hong Kong,China,2021,26,527.0,1001.0,274.0,210.0,77.3
267,Hong Kong Polytechnic University,China,2021,27,527.0,280.0,274.0,235.0,77.3
268,Oregon Health & Science University,USA,2021,88,527.0,1001.0,274.0,211.0,77.3
269,University of Cape Town,South Africa,2021,1,180.0,260.0,274.0,252.0,77.3
270,Oregon State University,USA,2021,89,228.0,516.0,227.0,276.0,77.2
271,Virginia Tech,USA,2021,90,483.0,342.0,274.0,231.0,77.2
272,University of East Anglia,United Kingdom,2021,25,88.0,1001.0,170.0,343.0,77.2
273,Central South University,China,2021,28,527.0,243.0,274.0,243.0,77.2
274,University of Manitoba,Canada,2021,11,326.0,266.0,191.0,294.0,77.2
275,Florida State University,USA,2021,91,527.0,534.0,274.0,227.0,77.2
276,University of Bergen,Norway,2021,3,365.0,1001.0,274.0,224.0,77.1
277,"Soochow University, China",China,2021,29,527.0,1001.0,274.0,222.0,77.1
278,King Abdulaziz University,Saudi Arabia,2021,1,527.0,1001.0,274.0,225.0,77.1
279,Leipzig University,Germany,2021,21,205.0,1001.0,200.0,283.0,77.1
280,University of Aberdeen,United Kingdom,2021,26,287.0,706.0,155.0,312.0,77.1
281,University of Genoa,Italy,2021,9,522.0,1001.0,243.0,259.0,77.0
282,Autonomous University of Madrid,Spain,2021,4,527.0,981.0,274.0,226.0,77.0
283,University of Massachusetts Medical School,USA,2021,92,527.0,1001.0,85.0,365.0,77.0
284,"University of California, Santa Cruz",USA,2021,93,364.0,1001.0,245.0,265.0,77.0
285,University of Lorraine,France,2021,16,519.0,459.0,173.0,306.0,77.0
286,"University of Maryland, Baltimore",USA,2021,94,527.0,1001.0,274.0,230.0,77.0
287,National Autonomous University of Mexico,Mexico,2021,1,397.0,1001.0,240.0,270.0,76.9
288,University of Valencia,Spain,2021,5,527.0,1001.0,274.0,232.0,76.9
289,University College Dublin,Ireland,2021,2,527.0,268.0,274.0,258.0,76.9
290,University of Antwerp,Belgium,2021,5,527.0,486.0,274.0,247.0,76.9
291,University of Liège,Belgium,2021,6,183.0,1001.0,109.0,363.0,76.9
292,University of the Witwatersrand,South Africa,2021,2,190.0,98.0,274.0,329.0,76.9
293,University at Buffalo,USA,2021,95,527.0,610.0,274.0,245.0,76.8
294,Laval University,Canada,2021,12,510.0,407.0,274.0,255.0,76.8
295,Medical University of Vienna,Austria,2021,2,527.0,1001.0,274.0,246.0,76.8
296,Beihang University,China,2021,30,527.0,808.0,274.0,250.0,76.8
297,University of South Florida,USA,2021,96,527.0,810.0,274.0,251.0,76.8
298,Wayne State University,USA,2021,97,489.0,362.0,274.0,266.0,76.8
299,University of Delaware,USA,2021,98,379.0,581.0,163.0,333.0,76.7
300,University of Pavia,Italy,2021,10,464.0,760.0,220.0,292.0,76.7
301,University of Kentucky,USA,2021,99,294.0,535.0,274.0,264.0,76.7
302,Louisiana State University,USA,2021,100,470.0,345.0,274.0,271.0,76.7
303,Dalian University of Technology,China,2021,31,527.0,295.0,274.0,272.0,76.7
304,King Abdullah University of Science and Technology,Saudi Arabia,2021,2,527.0,1001.0,157.0,338.0,76.7
305,University of New Mexico,USA,2021,101,527.0,1001.0,274.0,257.0,76.6
306,University of Nebraska–Lincoln,USA,2021,102,168.0,401.0,274.0,281.0,76.6
307,Washington State University,USA,2021,103,527.0,927.0,185.0,320.0,76.6
308,China Europe International Business School,China,2021,32,527.0,7.0,274.0,1001.0,76.6
309,George Washington University,USA,2021,104,400.0,180.0,274.0,289.0,76.6
310,University of Lille,France,2021,17,527.0,1001.0,274.0,261.0,76.6
311,University of Rome Tor Vergata,Italy,2021,11,527.0,1001.0,274.0,263.0,76.5
312,Ruhr University Bochum,Germany,2021,22,527.0,413.0,274.0,275.0,76.5
313,University of Duisburg-Essen,Germany,2021,23,527.0,995.0,274.0,269.0,76.5
314,Southern Methodist University,USA,2021,105,191.0,31.0,274.0,656.0,76.5
315,Queen's University,Canada,2021,13,504.0,404.0,208.0,334.0,76.5
316,Hanyang University,South Korea,2021,6,527.0,184.0,274.0,301.0,76.5
317,University of Porto,Portugal,2021,2,499.0,710.0,274.0,278.0,76.5
318,Ulm University,Germany,2021,24,527.0,999.0,274.0,277.0,76.4
319,Chinese Academy of Medical Sciences & Peking Union Medical College,China,2021,33,527.0,1001.0,274.0,279.0,76.4
320,Northeastern University,USA,2021,106,317.0,179.0,274.0,326.0,76.4
321,University of York,United Kingdom,2021,27,392.0,1001.0,274.0,282.0,76.4
322,Friedrich Schiller University Jena,Germany,2021,25,520.0,1001.0,261.0,299.0,76.4
323,Durham University,United Kingdom,2021,28,342.0,355.0,274.0,298.0,76.4
324,Umeå University,Sweden,2021,7,527.0,1001.0,268.0,297.0,76.3
325,Beijing Normal University,China,2021,34,527.0,1001.0,274.0,285.0,76.3
326,University of Granada,Spain,2021,6,527.0,1001.0,274.0,287.0,76.3
327,University of South Carolina - Columbia,USA,2021,107,527.0,589.0,274.0,293.0,76.3
328,London School of Economics and Political Science,United Kingdom,2021,29,260.0,84.0,255.0,447.0,76.3
329,Polytechnic University of Milan,Italy,2021,12,362.0,488.0,198.0,373.0,76.3
330,Dalhousie University,Canada,2021,14,312.0,321.0,274.0,318.0,76.3
331,National Cheng Kung University,Taiwan,2021,2,527.0,121.0,274.0,369.0,76.2
332,University of Düsseldorf,Germany,2021,26,216.0,1001.0,274.0,305.0,76.2
333,Eindhoven University of Technology,Netherlands,2021,11,527.0,929.0,228.0,346.0,76.2
334,Hunan University,China,2021,35,527.0,593.0,274.0,308.0,76.2
335,Aalto University,Finland,2021,2,527.0,214.0,274.0,341.0,76.2
336,Versailles Saint-Quentin-en-Yvelines University,France,2021,18,527.0,1001.0,274.0,300.0,76.2
337,Hannover Medical School,Germany,2021,27,527.0,1001.0,268.0,319.0,76.2
338,International Institute for Management Development,Switzerland,2021,8,527.0,9.0,274.0,1001.0,76.1
339,Simon Fraser University,Canada,2021,15,527.0,1001.0,274.0,303.0,76.1
340,Beijing Institute of Technology,China,2021,36,527.0,953.0,274.0,304.0,76.1
341,University of Dundee,United Kingdom,2021,30,502.0,1001.0,143.0,415.0,76.1
342,University of St Andrews,United Kingdom,2021,31,285.0,765.0,229.0,366.0,76.1
343,University of the Basque Country,Spain,2021,7,527.0,1001.0,274.0,309.0,76.1
344,University of Milano-Bicocca,Italy,2021,13,527.0,1001.0,274.0,307.0,76.0
345,Lancaster University,United Kingdom,2021,32,527.0,630.0,274.0,314.0,76.0
